gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.025281354017656674,1.0,1.0
ENSMUSG00000000817,1,0.0,0.005573841830664463,1.0,1.0
ENSMUSG00000001138,1,0.0,0.00875889430532987,1.0,1.0
ENSMUSG00000001143,1,0.0,0.022494433102324442,1.0,1.0
ENSMUSG00000001305,1,0.0,0.02747107759398914,1.0,1.0
ENSMUSG00000001674,1,0.0,0.014133670356327746,1.0,1.0
ENSMUSG00000002459,1,0.0,0.178761070140596,1.0,1.0
ENSMUSG00000002881,1,0.0,0.05693281298464416,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0013934604576661157,1.0,1.0
ENSMUSG00000003134,1,0.0,0.09634783735862858,1.0,1.0
ENSMUSG00000003135,1,0.0,0.011545815220662102,1.0,1.0
ENSMUSG00000003458,1,0.0,0.013536473017327981,1.0,1.0
ENSMUSG00000003464,1,0.0,0.008161696966330107,1.0,1.0
ENSMUSG00000003721,1,0.0,0.036827169238318774,1.0,1.0
ENSMUSG00000004031,1,0.0,0.11824507312195326,1.0,1.0
ENSMUSG00000004110,1,0.0,0.44570828067349044,1.0,1.0
ENSMUSG00000004364,1,0.0,0.15188718988560662,1.0,1.0
ENSMUSG00000004451,1,0.0,0.023688827780323968,1.0,1.0
ENSMUSG00000004552,1,0.0,0.03025799850932137,1.0,1.0
ENSMUSG00000004707,1,0.0,0.018114985949659504,1.0,1.0
ENSMUSG00000004709,1,0.0,0.020304709525991973,1.0,1.0
ENSMUSG00000004768,1,0.0,0.02169816998365809,1.0,1.0
ENSMUSG00000004872,1,0.0,0.1240179807322843,1.0,1.0
ENSMUSG00000004880,1,0.0,0.029461735390655018,1.0,1.0
ENSMUSG00000005338,1,0.0,0.0264757486956562,1.0,1.0
ENSMUSG00000005339,1,0.0,0.0073654338476637545,1.0,1.0
ENSMUSG00000005501,1,0.0,0.08181603544296766,1.0,1.0
ENSMUSG00000005674,1,0.0,0.00099532889833294,1.0,1.0
ENSMUSG00000005677,1,0.0,0.0031850524746654075,1.0,1.0
ENSMUSG00000005681,1,0.0,0.00099532889833294,1.0,1.0
ENSMUSG00000005763,1,0.0,0.06250665481530862,1.0,1.0
ENSMUSG00000005886,1,0.0,0.27232198658389234,1.0,1.0
ENSMUSG00000006005,1,0.0,0.10928711303695679,1.0,1.0
ENSMUSG00000006007,1,0.0,0.025878551356656437,1.0,1.0
ENSMUSG00000006010,1,0.0,0.050761773814979934,1.0,1.0
ENSMUSG00000006014,1,0.0,0.020304709525991973,1.0,1.0
ENSMUSG00000006299,1,0.0,0.0029859866949988197,1.0,1.0
ENSMUSG00000006301,1,0.0,0.00875889430532987,1.0,1.0
ENSMUSG00000006304,1,0.0,0.039614090153651006,1.0,1.0
ENSMUSG00000006403,1,0.0,0.004180381372998347,1.0,1.0
ENSMUSG00000006411,1,0.0,0.007763565406996931,1.0,1.0
ENSMUSG00000006412,1,0.0,0.01592526237332704,1.0,1.0
ENSMUSG00000006538,1,0.0,0.0015925262373327038,1.0,1.0
ENSMUSG00000006542,1,0.0,0.005573841830664463,1.0,1.0
ENSMUSG00000006546,1,0.0,0.0005971973389997639,1.0,1.0
ENSMUSG00000006576,1,0.0,0.004180381372998347,1.0,1.0
ENSMUSG00000007097,1,0.0,0.0165224597123268,1.0,1.0
ENSMUSG00000007107,1,0.0,0.03463744566198631,1.0,1.0
ENSMUSG00000007122,1,0.0,0.004379447152664935,1.0,1.0
ENSMUSG00000007805,1,0.0,0.0,1.0,1.0
ENSMUSG00000008136,1,0.0,0.07146461490030508,1.0,1.0
ENSMUSG00000008475,1,0.0,0.011943946779995279,1.0,1.0
ENSMUSG00000009418,1,0.0,0.19229754315792397,1.0,1.0
ENSMUSG00000009633,1,0.0,0.0,1.0,1.0
ENSMUSG00000009772,1,0.0,0.00975422320366281,1.0,1.0
ENSMUSG00000009905,1,0.0,0.03224865630598725,1.0,1.0
ENSMUSG00000009907,1,0.0,0.04001222171298418,1.0,1.0
ENSMUSG00000010175,1,0.0,0.050363642255646754,1.0,1.0
ENSMUSG00000010290,1,0.0,0.01751778861065974,1.0,1.0
ENSMUSG00000010311,1,0.0,0.005971973389997639,1.0,1.0
ENSMUSG00000010453,1,0.0,0.03165145896698749,1.0,1.0
ENSMUSG00000010609,1,0.0,0.023887893559990558,1.0,1.0
ENSMUSG00000012187,1,0.0,0.02348976200065738,1.0,1.0
ENSMUSG00000013275,1,0.0,0.00875889430532987,1.0,1.0
ENSMUSG00000013593,1,0.0,0.010550486322329163,1.0,1.0
ENSMUSG00000013698,1,0.0,0.004777578711998111,1.0,1.0
ENSMUSG00000013973,1,0.0,0.014133670356327746,1.0,1.0
ENSMUSG00000013997,1,0.0,0.007166368067997167,1.0,1.0
ENSMUSG00000014226,1,0.0,0.014332736135994334,1.0,1.0
ENSMUSG00000014602,1,0.0,0.04339633996731618,1.0,1.0
ENSMUSG00000014980,1,0.0,0.02169816998365809,1.0,1.0
ENSMUSG00000015222,1,0.0,0.40231194070617426,1.0,1.0
ENSMUSG00000015314,1,0.0,0.03324398520432019,1.0,1.0
ENSMUSG00000015316,1,0.0,0.03165145896698749,1.0,1.0
ENSMUSG00000015355,1,0.0,0.026873880254989376,1.0,1.0
ENSMUSG00000015484,1,0.0,0.06847862820530626,1.0,1.0
ENSMUSG00000015829,1,0.0,0.3987287566721757,1.0,1.0
ENSMUSG00000015843,1,0.0,0.0314523931873209,1.0,1.0
ENSMUSG00000015961,1,0.0,0.053150563170978986,1.0,1.0
ENSMUSG00000015962,1,0.0,0.021897235763324675,1.0,1.0
ENSMUSG00000016179,1,0.0,0.01274020989866163,1.0,1.0
ENSMUSG00000016181,1,0.0,0.031054261627987724,1.0,1.0
ENSMUSG00000016194,1,0.0,0.03901689281465124,1.0,1.0
ENSMUSG00000016200,1,0.0,0.20483868727691903,1.0,1.0
ENSMUSG00000016262,1,0.0,0.007166368067997167,1.0,1.0
ENSMUSG00000016481,1,0.0,0.049766444916646994,1.0,1.0
