gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.005291446189742094,1.0,1.0
ENSMUSG00000000817,1,0.0,0.001166618057580934,1.0,1.0
ENSMUSG00000001138,1,0.0,0.0018332569476271821,1.0,1.0
ENSMUSG00000001143,1,0.0,0.004708137160951627,1.0,1.0
ENSMUSG00000001305,1,0.0,0.005749760426648889,1.0,1.0
ENSMUSG00000001674,1,0.0,0.002958210074580226,1.0,1.0
ENSMUSG00000002459,1,0.0,0.03741510770384567,1.0,1.0
ENSMUSG00000002881,1,0.0,0.011916170159576684,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0002916545143952335,1.0,1.0
ENSMUSG00000003134,1,0.0,0.020165826423899004,1.0,1.0
ENSMUSG00000003135,1,0.0,0.0024165659764176493,1.0,1.0
ENSMUSG00000003458,1,0.0,0.002833215282696554,1.0,1.0
ENSMUSG00000003464,1,0.0,0.0017082621557435106,1.0,1.0
ENSMUSG00000003721,1,0.0,0.007708012166159743,1.0,1.0
ENSMUSG00000004031,1,0.0,0.02474896879296696,1.0,1.0
ENSMUSG00000004110,1,0.0,0.09328777967584684,1.0,1.0
ENSMUSG00000004364,1,0.0,0.031790342069080456,1.0,1.0
ENSMUSG00000004451,1,0.0,0.00495812674471897,1.0,1.0
ENSMUSG00000004552,1,0.0,0.0063330694554393566,1.0,1.0
ENSMUSG00000004707,1,0.0,0.003791508687138036,1.0,1.0
ENSMUSG00000004709,1,0.0,0.004249822924044831,1.0,1.0
ENSMUSG00000004768,1,0.0,0.004541477438440065,1.0,1.0
ENSMUSG00000004872,1,0.0,0.025957251781175784,1.0,1.0
ENSMUSG00000004880,1,0.0,0.006166409732927794,1.0,1.0
ENSMUSG00000005338,1,0.0,0.005541435773509437,1.0,1.0
ENSMUSG00000005339,1,0.0,0.0015416024332319486,1.0,1.0
ENSMUSG00000005501,1,0.0,0.017124286488063,1.0,1.0
ENSMUSG00000005674,1,0.0,0.00020832465313945254,1.0,1.0
ENSMUSG00000005677,1,0.0,0.0006666388900462481,1.0,1.0
