gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.0799596313116583,1.0,1.0
ENSMUSG00000000817,1,0.0,0.017628895092334115,1.0,1.0
ENSMUSG00000001138,1,0.0,0.02770254943081075,1.0,1.0
ENSMUSG00000001143,1,0.0,0.07114518376549125,1.0,1.0
ENSMUSG00000001305,1,0.0,0.086885268669361,1.0,1.0
ENSMUSG00000001674,1,0.0,0.04470184112699008,1.0,1.0
ENSMUSG00000002459,1,0.0,0.5653838497470013,1.0,1.0
ENSMUSG00000002881,1,8.0,0.18006657130026987,2.3361544631061463e-11,4.827958735621654e-09
ENSMUSG00000003051,1,0.0,0.004407223773083529,1.0,1.0
ENSMUSG00000003134,1,0.0,0.30472804373891826,1.0,1.0
ENSMUSG00000003135,1,0.0,0.03651699697697781,1.0,1.0
ENSMUSG00000003458,1,0.0,0.042813030938525704,1.0,1.0
ENSMUSG00000003464,1,0.0,0.02581373924234638,1.0,1.0
ENSMUSG00000003721,1,0.0,0.11647662828863611,1.0,1.0
ENSMUSG00000004031,1,0.0,0.3739844173159452,1.0,1.0
ENSMUSG00000004110,1,0.0,1.4096820039905744,1.0,1.0
ENSMUSG00000004364,1,0.0,0.48038739126610464,1.0,1.0
ENSMUSG00000004451,1,0.0,0.07492280414241999,1.0,1.0
ENSMUSG00000004552,1,0.0,0.09569971621552806,1.0,1.0
ENSMUSG00000004707,1,0.0,0.05729390905008587,1.0,1.0
ENSMUSG00000004709,1,0.0,0.06421954640778856,1.0,1.0
ENSMUSG00000004768,1,0.0,0.06862677018087208,1.0,1.0
ENSMUSG00000004872,1,0.0,0.39224291580443404,1.0,1.0
ENSMUSG00000004880,1,0.0,0.09318130263090889,1.0,1.0
ENSMUSG00000005338,1,0.0,0.08373725168858705,1.0,1.0
ENSMUSG00000005339,1,0.0,0.023295325657727222,1.0,1.0
ENSMUSG00000005501,1,0.0,0.2587669958196186,1.0,1.0
ENSMUSG00000005674,1,0.0,0.003148016980773949,1.0,1.0
ENSMUSG00000005677,1,0.0,0.010073654338476637,1.0,1.0
ENSMUSG00000005681,1,0.0,0.003148016980773949,1.0,1.0
ENSMUSG00000005763,1,0.0,0.197695466392604,1.0,1.0
ENSMUSG00000005886,1,0.0,0.8612974459397524,1.0,1.0
ENSMUSG00000006005,1,0.0,0.3456522644889796,1.0,1.0
ENSMUSG00000006007,1,0.0,0.08184844150012267,1.0,1.0
ENSMUSG00000006010,1,0.0,0.1605488660194714,1.0,1.0
ENSMUSG00000006014,1,0.0,0.06421954640778856,1.0,1.0
ENSMUSG00000006299,1,0.0,0.009444050942321848,1.0,1.0
ENSMUSG00000006301,1,0.0,0.02770254943081075,1.0,1.0
ENSMUSG00000006304,1,0.0,0.12529107583480317,1.0,1.0
ENSMUSG00000006403,1,0.0,0.013221671319250585,1.0,1.0
ENSMUSG00000006411,1,0.0,0.024554532450036803,1.0,1.0
ENSMUSG00000006412,1,0.0,0.050368271692383185,1.0,1.0
ENSMUSG00000006538,1,0.0,0.0050368271692383185,1.0,1.0
ENSMUSG00000006542,1,0.0,0.017628895092334115,1.0,1.0
ENSMUSG00000006546,1,0.0,0.0018888101884643694,1.0,1.0
ENSMUSG00000006576,1,18.0,0.013221671319250585,2.351655018996643e-50,1.9208542162309245e-47
ENSMUSG00000007097,1,0.0,0.05225708188084755,1.0,1.0
ENSMUSG00000007107,1,0.0,0.10955099093093343,1.0,1.0
ENSMUSG00000007122,1,0.0,0.013851274715405376,1.0,1.0
ENSMUSG00000007805,1,0.0,0.0,1.0,1.0
ENSMUSG00000008136,1,0.0,0.22602761921956954,1.0,1.0
ENSMUSG00000008475,1,0.0,0.03777620376928739,1.0,1.0
ENSMUSG00000009418,1,0.0,0.6081968806855269,1.0,1.0
ENSMUSG00000009633,1,0.0,0.0,1.0,1.0
ENSMUSG00000009772,1,0.0,0.0308505664115847,1.0,1.0
ENSMUSG00000009905,1,0.0,0.10199575017707595,1.0,1.0
ENSMUSG00000009907,1,0.0,0.12655028262711276,1.0,1.0
ENSMUSG00000010175,1,0.0,0.15928965922716182,1.0,1.0
ENSMUSG00000010290,1,0.0,0.0554050988616215,1.0,1.0
ENSMUSG00000010311,1,0.0,0.018888101884643696,1.0,1.0
ENSMUSG00000010453,1,0.0,0.10010693998861157,1.0,1.0
ENSMUSG00000010609,1,0.0,0.07555240753857478,1.0,1.0
ENSMUSG00000012187,1,0.0,0.07429320074626519,1.0,1.0
ENSMUSG00000013275,1,0.0,0.02770254943081075,1.0,1.0
ENSMUSG00000013593,1,0.0,0.03336897999620386,1.0,1.0
ENSMUSG00000013698,1,0.0,0.015110481507714955,1.0,1.0
ENSMUSG00000013973,1,0.0,0.04470184112699008,1.0,1.0
ENSMUSG00000013997,1,0.0,0.022665722261572433,1.0,1.0
ENSMUSG00000014226,1,0.0,0.045331444523144866,1.0,1.0
ENSMUSG00000014602,1,0.0,0.13725354036174417,1.0,1.0
ENSMUSG00000014980,1,0.0,0.06862677018087208,1.0,1.0
ENSMUSG00000015222,1,0.0,1.27242846362883,1.0,1.0
ENSMUSG00000015314,1,0.0,0.1051437671578499,1.0,1.0
ENSMUSG00000015316,1,0.0,0.10010693998861157,1.0,1.0
ENSMUSG00000015355,1,0.0,0.08499645848089663,1.0,1.0
ENSMUSG00000015484,1,0.0,0.2165835682772477,1.0,1.0
ENSMUSG00000015829,1,0.0,1.261095602498044,1.0,1.0
ENSMUSG00000015843,1,0.0,0.09947733659245679,1.0,1.0
ENSMUSG00000015961,1,0.0,0.16810410677332888,1.0,1.0
ENSMUSG00000015962,1,0.0,0.06925637357702688,1.0,1.0
ENSMUSG00000016179,1,0.0,0.04029461735390655,1.0,1.0
ENSMUSG00000016181,1,0.0,0.09821812980014721,1.0,1.0
ENSMUSG00000016194,1,0.0,0.1234022656463388,1.0,1.0
ENSMUSG00000016200,1,0.0,0.6478618946432787,1.0,1.0
ENSMUSG00000016262,1,0.0,0.022665722261572433,1.0,1.0
ENSMUSG00000016481,1,0.0,0.15740084903869744,1.0,1.0
ENSMUSG00000016493,1,0.0,0.22917563620034348,1.0,1.0
ENSMUSG00000016494,1,0.0,0.07429320074626519,1.0,1.0
ENSMUSG00000016524,1,0.0,0.021406515469262852,1.0,1.0
ENSMUSG00000016526,1,0.0,0.037146600373132596,1.0,1.0
ENSMUSG00000016528,1,0.0,0.0925516992347541,1.0,1.0
