gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.04409538491451745,1.0,1.0
ENSMUSG00000000817,1,0.0,0.009721817146507784,1.0,1.0
ENSMUSG00000001138,1,0.0,0.015277141230226518,1.0,1.0
ENSMUSG00000001143,1,0.0,0.039234476341263556,1.0,1.0
ENSMUSG00000001305,1,0.0,0.04791467022207408,1.0,1.0
ENSMUSG00000001674,1,0.0,0.02465175062150188,1.0,1.0
ENSMUSG00000002459,1,0.0,0.31179256419871393,1.0,1.0
ENSMUSG00000002881,1,0.0,0.09930141799647237,1.0,1.0
ENSMUSG00000003051,1,0.0,0.002430454286626946,1.0,1.0
ENSMUSG00000003134,1,0.0,0.1680485535324917,1.0,1.0
ENSMUSG00000003135,1,0.0,0.02013804980348041,1.0,1.0
ENSMUSG00000003458,1,0.0,0.023610127355804617,1.0,1.0
ENSMUSG00000003464,1,0.0,0.014235517964529255,1.0,1.0
ENSMUSG00000003721,1,0.0,0.06423343471799786,1.0,1.0
ENSMUSG00000004031,1,0.0,0.20624140660805798,1.0,1.0
ENSMUSG00000004110,1,0.0,0.7773981639653903,1.0,1.0
ENSMUSG00000004364,1,0.0,0.2649195172423371,1.0,1.0
ENSMUSG00000004451,1,0.0,0.04131772287265808,1.0,1.0
ENSMUSG00000004552,1,0.0,0.052775578795327974,1.0,1.0
ENSMUSG00000004707,1,0.0,0.0315959057261503,1.0,1.0
ENSMUSG00000004709,1,0.0,0.035415191033706925,1.0,1.0
ENSMUSG00000004768,1,0.0,0.037845645320333875,1.0,1.0
ENSMUSG00000004872,1,0.0,0.2163104315097982,1.0,1.0
ENSMUSG00000004880,1,0.0,0.051386747774398285,1.0,1.0
ENSMUSG00000005338,1,0.0,0.04617863144591197,1.0,1.0
ENSMUSG00000005339,1,0.0,0.012846686943599571,1.0,1.0
ENSMUSG00000005501,1,0.0,0.14270238740052496,1.0,1.0
ENSMUSG00000005674,1,0.0,0.0017360387761621043,1.0,1.0
ENSMUSG00000005677,1,0.0,0.005555324083718734,1.0,1.0
ENSMUSG00000005681,1,0.0,0.0017360387761621043,1.0,1.0
ENSMUSG00000005763,1,0.0,0.10902323514298015,1.0,1.0
ENSMUSG00000005886,1,0.0,0.47498020915795175,1.0,1.0
ENSMUSG00000006005,1,0.0,0.19061705762259906,1.0,1.0
ENSMUSG00000006007,1,0.0,0.04513700818021471,1.0,1.0
ENSMUSG00000006010,1,0.0,0.08853797758426732,1.0,1.0
ENSMUSG00000006014,1,0.0,0.035415191033706925,1.0,1.0
ENSMUSG00000006299,1,0.0,0.005208116328486313,1.0,1.0
ENSMUSG00000006301,1,0.0,0.015277141230226518,1.0,1.0
ENSMUSG00000006304,1,0.0,0.06909434329125175,1.0,1.0
ENSMUSG00000006403,1,0.0,0.0072913628598808376,1.0,1.0
ENSMUSG00000006411,1,0.0,0.013541102454064414,1.0,1.0
ENSMUSG00000006412,1,0.0,0.02777662041859367,1.0,1.0
ENSMUSG00000006538,1,0.0,0.002777662041859367,1.0,1.0
ENSMUSG00000006542,1,0.0,0.009721817146507784,1.0,1.0
ENSMUSG00000006546,1,0.0,0.0010416232656972626,1.0,1.0
ENSMUSG00000006576,1,0.0,0.0072913628598808376,1.0,1.0
ENSMUSG00000007097,1,0.0,0.02881824368429093,1.0,1.0
ENSMUSG00000007107,1,0.0,0.06041414941044123,1.0,1.0
ENSMUSG00000007122,1,0.0,0.007638570615113259,1.0,1.0
ENSMUSG00000007805,1,0.0,0.0,1.0,1.0
ENSMUSG00000008136,1,0.0,0.12464758412843908,1.0,1.0
ENSMUSG00000008475,1,0.0,0.020832465313945253,1.0,1.0
ENSMUSG00000009418,1,0.0,0.3354026915545186,1.0,1.0
ENSMUSG00000009633,1,0.0,0.0,1.0,1.0
ENSMUSG00000009772,1,0.0,0.01701318000638862,1.0,1.0
ENSMUSG00000009905,1,0.0,0.05624765634765218,1.0,1.0
ENSMUSG00000009907,1,0.0,0.06978875880171659,1.0,1.0
ENSMUSG00000010175,1,0.0,0.08784356207380248,1.0,1.0
ENSMUSG00000010290,1,0.0,0.030554282460453035,1.0,1.0
ENSMUSG00000010311,1,0.0,0.010416232656972627,1.0,1.0
ENSMUSG00000010453,1,0.0,0.05520603308195492,1.0,1.0
ENSMUSG00000010609,1,0.0,0.041664930627890506,1.0,1.0
ENSMUSG00000012187,1,0.0,0.04097051511742566,1.0,1.0
ENSMUSG00000013275,1,0.0,0.015277141230226518,1.0,1.0
ENSMUSG00000013593,1,0.0,0.018402011027318307,1.0,1.0
ENSMUSG00000013698,1,0.0,0.0083329861255781,1.0,1.0
ENSMUSG00000013973,1,0.0,0.02465175062150188,1.0,1.0
ENSMUSG00000013997,1,0.0,0.01249947918836715,1.0,1.0
ENSMUSG00000014226,1,0.0,0.0249989583767343,1.0,1.0
ENSMUSG00000014602,1,0.0,0.07569129064066775,1.0,1.0
ENSMUSG00000014980,1,0.0,0.037845645320333875,1.0,1.0
ENSMUSG00000015222,1,0.0,0.7017068733247226,1.0,1.0
ENSMUSG00000015314,1,0.0,0.05798369512381428,1.0,1.0
ENSMUSG00000015316,1,0.0,0.05520603308195492,1.0,1.0
ENSMUSG00000015355,1,0.0,0.04687304695637681,1.0,1.0
ENSMUSG00000015484,1,0.0,0.11943946779995278,1.0,1.0
ENSMUSG00000015829,1,0.0,0.695457133730539,1.0,1.0
ENSMUSG00000015843,1,0.0,0.054858825326722496,1.0,1.0
ENSMUSG00000015961,1,0.0,0.09270447064705636,1.0,1.0
ENSMUSG00000015962,1,0.0,0.038192853075566295,1.0,1.0
ENSMUSG00000016179,1,0.0,0.022221296334874935,1.0,1.0
ENSMUSG00000016181,1,0.0,0.054164409816257655,1.0,1.0
ENSMUSG00000016194,1,0.0,0.06805272002555449,1.0,1.0
ENSMUSG00000016200,1,0.0,0.3572767801341611,1.0,1.0
ENSMUSG00000016262,1,0.0,0.01249947918836715,1.0,1.0
ENSMUSG00000016481,1,0.0,0.08680193880810522,1.0,1.0
ENSMUSG00000016493,1,0.0,0.1263836229046012,1.0,1.0
ENSMUSG00000016494,1,0.0,0.04097051511742566,1.0,1.0
ENSMUSG00000016524,1,0.0,0.011805063677902308,1.0,1.0
ENSMUSG00000016526,1,0.0,0.02048525755871283,1.0,1.0
ENSMUSG00000016528,1,0.0,0.051039540019165865,1.0,1.0
ENSMUSG00000016529,1,0.0,0.006944155104648417,1.0,1.0
ENSMUSG00000016918,1,0.0,0.30554282460453036,1.0,1.0
ENSMUSG00000018189,1,0.0,0.0999958335069372,1.0,1.0
ENSMUSG00000018196,1,0.0,0.017360387761621042,1.0,1.0
ENSMUSG00000018199,1,0.0,0.054858825326722496,1.0,1.0
ENSMUSG00000018417,1,0.0,0.3229032123661514,1.0,1.0
ENSMUSG00000019230,1,0.0,0.04201213838312293,1.0,1.0
