gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.013816553939882134,1.0,1.0
ENSMUSG00000000817,1,0.0,0.003046169372572439,1.0,1.0
ENSMUSG00000001138,1,0.0,0.004786837585470976,1.0,1.0
ENSMUSG00000001143,1,0.0,0.012293469253595915,1.0,1.0
ENSMUSG00000001305,1,0.0,0.015013263336249878,1.0,1.0
ENSMUSG00000001674,1,0.0,0.007724215194737256,1.0,1.0
ENSMUSG00000002459,1,0.0,0.09769500344893037,1.0,1.0
ENSMUSG00000002881,1,0.0,0.03111444430556134,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0007615423431431098,1.0,1.0
ENSMUSG00000003134,1,0.0,0.05265521344018073,1.0,1.0
ENSMUSG00000003135,1,0.0,0.006309922271757195,1.0,1.0
ENSMUSG00000003458,1,0.0,0.0073978399048187805,1.0,1.0
ENSMUSG00000003464,1,0.0,0.0044604622955525,1.0,1.0
ENSMUSG00000003721,1,0.0,0.02012647621163933,1.0,1.0
ENSMUSG00000004031,1,0.0,0.06462230740385817,1.0,1.0
ENSMUSG00000004110,1,0.0,0.24358475804248897,1.0,1.0
ENSMUSG00000004364,1,0.0,0.08300811540259896,1.0,1.0
ENSMUSG00000004451,1,0.0,0.012946219833432866,1.0,1.0
ENSMUSG00000004552,1,0.0,0.016536348022536097,1.0,1.0
ENSMUSG00000004707,1,0.0,0.009900050460860427,1.0,1.0
ENSMUSG00000004709,1,0.0,0.011096759857228172,1.0,1.0
ENSMUSG00000004768,1,0.0,0.01185830220037128,1.0,1.0
ENSMUSG00000004872,1,0.0,0.06777726853973677,1.0,1.0
ENSMUSG00000004880,1,0.0,0.016101180969311464,1.0,1.0
ENSMUSG00000005338,1,0.0,0.014469304519719086,1.0,1.0
ENSMUSG00000005339,1,0.0,0.004025295242327866,1.0,1.0
ENSMUSG00000005501,1,0.0,0.04471341471883116,1.0,1.0
ENSMUSG00000005674,1,0.0,0.0005439588165307927,1.0,1.0
ENSMUSG00000005677,1,0.0,0.0017406682128985366,1.0,1.0
ENSMUSG00000005681,1,0.0,0.0005439588165307927,1.0,1.0
ENSMUSG00000005763,1,0.0,0.03416061367813378,1.0,1.0
ENSMUSG00000005886,1,0.0,0.14882713220282487,1.0,1.0
ENSMUSG00000006005,1,0.0,0.059726678055081035,1.0,1.0
ENSMUSG00000006007,1,0.0,0.01414292922980061,1.0,1.0
ENSMUSG00000006010,1,0.0,0.027741899643070427,1.0,1.0
ENSMUSG00000006014,1,0.0,0.011096759857228172,1.0,1.0
ENSMUSG00000006299,1,0.0,0.001631876449592378,1.0,1.0
ENSMUSG00000006301,1,0.0,0.004786837585470976,1.0,1.0
ENSMUSG00000006304,1,0.0,0.021649560897925548,1.0,1.0
ENSMUSG00000006403,1,0.0,0.002284627029429329,1.0,1.0
ENSMUSG00000006411,1,0.0,0.004242878768940183,1.0,1.0
ENSMUSG00000006412,1,0.0,0.008703341064492684,1.0,1.0
ENSMUSG00000006538,1,0.0,0.0008703341064492683,1.0,1.0
ENSMUSG00000006542,1,0.0,0.003046169372572439,1.0,1.0
ENSMUSG00000006546,1,0.0,0.0003263752899184756,1.0,1.0
ENSMUSG00000006576,1,0.0,0.002284627029429329,1.0,1.0
ENSMUSG00000007097,1,0.0,0.009029716354411159,1.0,1.0
ENSMUSG00000007107,1,0.0,0.018929766815271587,1.0,1.0
ENSMUSG00000007122,1,0.0,0.002393418792735488,1.0,1.0
ENSMUSG00000007805,1,0.0,0.0,1.0,1.0
ENSMUSG00000008136,1,0.0,0.039056243026910915,1.0,1.0
ENSMUSG00000008475,1,0.0,0.006527505798369512,1.0,1.0
ENSMUSG00000009418,1,0.0,0.10509284335374915,1.0,1.0
ENSMUSG00000009633,1,0.0,0.0,1.0,1.0
ENSMUSG00000009772,1,0.0,0.005330796402001768,1.0,1.0
ENSMUSG00000009905,1,0.0,0.017624265655597684,1.0,1.0
ENSMUSG00000009907,1,0.0,0.021867144424537865,1.0,1.0
ENSMUSG00000010175,1,6.0,0.02752431611645811,5.898251061725187e-13,4.0469080184708854e-10
ENSMUSG00000010290,1,0.0,0.009573675170941952,1.0,1.0
ENSMUSG00000010311,1,0.0,0.003263752899184756,1.0,1.0
ENSMUSG00000010453,1,0.0,0.01729789036567921,1.0,1.0
ENSMUSG00000010609,1,0.0,0.013055011596739025,1.0,1.0
ENSMUSG00000012187,1,0.0,0.012837428070126708,1.0,1.0
ENSMUSG00000013275,1,0.0,0.004786837585470976,1.0,1.0
ENSMUSG00000013593,1,0.0,0.005765963455226402,1.0,1.0
ENSMUSG00000013698,1,0.0,0.002611002319347805,1.0,1.0
ENSMUSG00000013973,1,0.0,0.007724215194737256,1.0,1.0
ENSMUSG00000013997,1,0.0,0.003916503479021708,1.0,1.0
ENSMUSG00000014226,1,0.0,0.007833006958043415,1.0,1.0
ENSMUSG00000014602,1,0.0,0.02371660440074256,1.0,1.0
ENSMUSG00000014980,1,0.0,0.01185830220037128,1.0,1.0
ENSMUSG00000015222,1,0.0,0.21986815364174642,1.0,1.0
ENSMUSG00000015314,1,0.0,0.018168224472128475,1.0,1.0
ENSMUSG00000015316,1,0.0,0.01729789036567921,1.0,1.0
ENSMUSG00000015355,1,0.0,0.014686888046331403,1.0,1.0
ENSMUSG00000015484,1,0.0,0.037424366577318534,1.0,1.0
ENSMUSG00000015829,1,0.0,0.21790990190223555,1.0,1.0
ENSMUSG00000015843,1,0.0,0.017189098602373047,1.0,1.0
ENSMUSG00000015961,1,0.0,0.02904740080274433,1.0,1.0
ENSMUSG00000015962,1,0.0,0.01196709396367744,1.0,1.0
ENSMUSG00000016179,1,0.0,0.006962672851594146,1.0,1.0
ENSMUSG00000016181,1,0.0,0.01697151507576073,1.0,1.0
