gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.08260535440652936,1.0,1.0
ENSMUSG00000000817,1,0.0,0.018212204121124582,1.0,1.0
ENSMUSG00000001138,1,0.0,0.028619177904624343,1.0,1.0
ENSMUSG00000001143,1,0.0,0.07349925234596706,1.0,1.0
ENSMUSG00000001305,1,0.0,0.08976014888268544,1.0,1.0
ENSMUSG00000001674,1,0.0,0.046180946164280194,1.0,1.0
ENSMUSG00000002459,1,0.0,0.5840914035989241,1.0,1.0
ENSMUSG00000002881,1,0.0,0.18602465638005825,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0045530510302811454,1.0,1.0
ENSMUSG00000003134,1,0.0,0.3148109569508678,1.0,1.0
ENSMUSG00000003135,1,0.0,0.03772527996518663,1.0,1.0
ENSMUSG00000003458,1,0.0,0.044229638579873984,1.0,1.0
ENSMUSG00000003464,1,0.0,0.02666787032021814,1.0,1.0
ENSMUSG00000003721,1,0.0,0.120330634371716,1.0,1.0
ENSMUSG00000004031,1,0.0,0.38635890171242865,1.0,1.0
ENSMUSG00000004110,1,0.0,1.456325893828498,1.0,1.0
ENSMUSG00000004364,1,0.0,0.4962825623006449,1.0,1.0
ENSMUSG00000004451,1,0.0,0.07740186751477948,1.0,1.0
ENSMUSG00000004552,1,0.0,0.09886625094324773,1.0,1.0
ENSMUSG00000004707,1,0.0,0.0591896633936549,1.0,1.0
ENSMUSG00000004709,1,0.0,0.06634445786981098,1.0,1.0
ENSMUSG00000004768,1,0.0,0.07089750890009212,1.0,1.0
ENSMUSG00000004872,1,0.0,0.40522154169502195,1.0,1.0
ENSMUSG00000004880,1,0.0,0.0962645074973728,1.0,1.0
ENSMUSG00000005338,1,8.0,0.08650796957534176,7.203590986933569e-14,1.992295360202706e-11
ENSMUSG00000005339,1,0.0,0.0240661268743432,1.0,1.0
ENSMUSG00000005501,1,0.0,0.26732913906365013,1.0,1.0
ENSMUSG00000005674,1,0.0,0.0032521793073436757,1.0,1.0
ENSMUSG00000005677,1,0.0,0.010406973783499762,1.0,1.0
