gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.009994953913957287,1.0,1.0
ENSMUSG00000000817,1,0.0,0.0022036118865417643,1.0,1.0
ENSMUSG00000001138,1,0.0,0.003462818678851344,1.0,1.0
ENSMUSG00000001143,1,0.0,0.008893147970686407,1.0,1.0
ENSMUSG00000001305,1,0.0,0.010860658583670125,1.0,1.0
ENSMUSG00000001674,1,0.0,0.00558773014087376,1.0,1.0
ENSMUSG00000002459,1,0.0,0.07067298121837516,1.0,1.0
ENSMUSG00000002881,1,0.0,0.022508321412533734,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0005509029716354411,1.0,1.0
ENSMUSG00000003134,1,0.0,0.03809100546736478,1.0,1.0
ENSMUSG00000003135,1,0.0,0.004564624622122226,1.0,1.0
ENSMUSG00000003458,1,0.0,0.005351628867315713,1.0,1.0
ENSMUSG00000003464,1,0.0,0.0032267174052932977,1.0,1.0
ENSMUSG00000003721,1,0.0,0.014559578536079514,1.0,1.0
ENSMUSG00000004031,1,0.0,0.04674805216449315,1.0,1.0
ENSMUSG00000004110,1,0.0,0.1762102504988218,1.0,1.0
ENSMUSG00000004364,1,0.0,0.06004842390826308,1.0,1.0
ENSMUSG00000004451,1,0.0,0.009365350517802499,1.0,1.0
ENSMUSG00000004552,1,0.0,0.011962464526941007,1.0,1.0
ENSMUSG00000004707,1,0.0,0.007161738631260734,1.0,1.0
ENSMUSG00000004709,1,0.0,0.00802744330097357,1.0,1.0
ENSMUSG00000004768,1,0.0,0.00857834627260901,1.0,1.0
ENSMUSG00000004872,1,0.0,0.049030364475554256,1.0,1.0
ENSMUSG00000004880,1,0.0,0.011647662828863611,1.0,1.0
ENSMUSG00000005338,1,0.0,0.010467156461073381,1.0,1.0
ENSMUSG00000005339,1,0.0,0.0029119157072159028,1.0,1.0
ENSMUSG00000005501,1,0.0,0.032345874477452324,1.0,1.0
ENSMUSG00000005674,1,0.0,0.00039350212259674363,1.0,1.0
ENSMUSG00000005677,1,0.0,0.0012592067923095796,1.0,1.0
ENSMUSG00000005681,1,0.0,0.00039350212259674363,1.0,1.0
ENSMUSG00000005763,1,0.0,0.0247119332990755,1.0,1.0
ENSMUSG00000005886,1,0.0,0.10766218074246905,1.0,1.0
ENSMUSG00000006005,1,0.0,0.04320653306112245,1.0,1.0
