gene,chromosome,insertions,expected,p,q
ENSMUSG00000000544,1,0.0,0.02586929248318357,1.0,1.0
ENSMUSG00000000817,1,0.0,0.005703466059284567,1.0,1.0
ENSMUSG00000001138,1,0.0,0.008962589521732891,1.0,1.0
ENSMUSG00000001143,1,0.0,0.023017559453541288,1.0,1.0
ENSMUSG00000001305,1,0.0,0.028109939863616797,1.0,1.0
ENSMUSG00000001674,1,0.0,0.014462360364614438,1.0,1.0
ENSMUSG00000002459,1,0.0,0.18291830432991218,1.0,1.0
ENSMUSG00000002881,1,0.0,0.058256831891263794,1.0,1.0
ENSMUSG00000003051,1,0.0,0.0014258665148211417,1.0,1.0
ENSMUSG00000003134,1,0.0,0.0985884847390618,1.0,1.0
ENSMUSG00000003135,1,0.0,0.011814322551375175,1.0,1.0
ENSMUSG00000003458,1,0.0,0.013851274715405378,1.0,1.0
ENSMUSG00000003464,1,0.0,0.00835150387252383,1.0,1.0
ENSMUSG00000003721,1,0.0,0.03768361503455875,1.0,1.0
ENSMUSG00000004031,1,0.0,0.12099495854339402,1.0,1.0
ENSMUSG00000004110,1,0.0,0.45607358952636234,1.0,1.0
ENSMUSG00000004364,1,0.0,0.15541945011550445,1.0,1.0
ENSMUSG00000004451,1,0.0,0.02423973075195941,1.0,1.0
ENSMUSG00000004552,1,0.0,0.030961672893259077,1.0,1.0
ENSMUSG00000004707,1,0.0,0.01853626469267484,1.0,1.0
ENSMUSG00000004709,1,0.0,0.020776912073108066,1.0,1.0
ENSMUSG00000004768,1,0.0,0.022202778587929208,1.0,1.0
ENSMUSG00000004872,1,0.0,0.12690211981908162,1.0,1.0
ENSMUSG00000004880,1,0.0,0.030146892027646997,1.0,1.0
ENSMUSG00000005338,1,0.0,0.027091463781601693,1.0,1.0
ENSMUSG00000005339,1,0.0,0.007536723006911749,1.0,1.0
ENSMUSG00000005501,1,0.0,0.08371873394164132,1.0,1.0
ENSMUSG00000005674,1,0.0,0.0010184760820151012,1.0,1.0
ENSMUSG00000005677,1,0.0,0.003259123462448324,1.0,1.0
ENSMUSG00000005681,1,0.0,0.0010184760820151012,1.0,1.0
ENSMUSG00000005763,1,0.0,0.06396029795054836,1.0,1.0
ENSMUSG00000005886,1,0.0,0.2786550560393317,1.0,1.0
ENSMUSG00000006005,1,0.0,0.11182867380525811,1.0,1.0
ENSMUSG00000006007,1,0.0,0.026480378132392634,1.0,1.0
ENSMUSG00000006010,1,0.0,0.05194228018277017,1.0,1.0
ENSMUSG00000006014,1,0.0,0.020776912073108066,1.0,1.0
ENSMUSG00000006299,1,0.0,0.0030554282460453037,1.0,1.0
ENSMUSG00000006301,1,0.0,0.008962589521732891,1.0,1.0
ENSMUSG00000006304,1,0.0,0.04053534806420103,1.0,1.0
ENSMUSG00000006403,1,0.0,0.004277599544463426,1.0,1.0
ENSMUSG00000006411,1,0.0,0.007944113439717789,1.0,1.0
ENSMUSG00000006412,1,0.0,0.01629561731224162,1.0,1.0
ENSMUSG00000006538,1,0.0,0.001629561731224162,1.0,1.0
ENSMUSG00000006542,1,0.0,0.005703466059284567,1.0,1.0
ENSMUSG00000006546,1,0.0,0.0006110856492090608,1.0,1.0
ENSMUSG00000006576,1,0.0,0.004277599544463426,1.0,1.0
ENSMUSG00000007097,1,0.0,0.016906702961450682,1.0,1.0
ENSMUSG00000007107,1,0.0,0.03544296765412552,1.0,1.0
ENSMUSG00000007122,1,0.0,0.004481294760866446,1.0,1.0
ENSMUSG00000007805,1,0.0,0.0,1.0,1.0
ENSMUSG00000008136,1,0.0,0.07312658268868427,1.0,1.0
ENSMUSG00000008475,1,0.0,0.012221712984181215,1.0,1.0
ENSMUSG00000009418,1,0.0,0.19676957904531756,1.0,1.0
ENSMUSG00000009633,1,0.0,0.0,1.0,1.0
ENSMUSG00000009772,1,0.0,0.009981065603747992,1.0,1.0
ENSMUSG00000009905,1,0.0,0.03299862505728928,1.0,1.0
ENSMUSG00000009907,1,0.0,0.040942738497007074,1.0,1.0
ENSMUSG00000010175,1,0.0,0.051534889749964126,1.0,1.0
ENSMUSG00000010290,1,0.0,0.017925179043465782,1.0,1.0
ENSMUSG00000010311,1,0.0,0.006110856492090607,1.0,1.0
ENSMUSG00000010453,1,0.0,0.03238753940808022,1.0,1.0
ENSMUSG00000010609,1,0.0,0.02444342596836243,1.0,1.0
ENSMUSG00000012187,1,0.0,0.024036035535556388,1.0,1.0
ENSMUSG00000013275,1,0.0,0.008962589521732891,1.0,1.0
ENSMUSG00000013593,1,0.0,0.010795846469360073,1.0,1.0
ENSMUSG00000013698,1,0.0,0.004888685193672486,1.0,1.0
ENSMUSG00000013973,1,0.0,0.014462360364614438,1.0,1.0
ENSMUSG00000013997,1,0.0,0.007333027790508729,1.0,1.0
ENSMUSG00000014226,1,0.0,0.014666055581017459,1.0,1.0
ENSMUSG00000014602,1,0.0,0.044405557175858416,1.0,1.0
ENSMUSG00000014980,1,0.0,0.022202778587929208,1.0,1.0
ENSMUSG00000015222,1,0.0,0.4116680323505039,1.0,1.0
ENSMUSG00000015314,1,0.0,0.03401710113930438,1.0,1.0
ENSMUSG00000015316,1,0.0,0.03238753940808022,1.0,1.0
ENSMUSG00000015355,1,0.0,0.027498854214407734,1.0,1.0
ENSMUSG00000015484,1,0.0,0.07007115444263896,1.0,1.0
ENSMUSG00000015829,1,0.0,0.40800151845524957,1.0,1.0
ENSMUSG00000015843,1,0.0,0.0321838441916772,1.0,1.0
ENSMUSG00000015961,1,0.0,0.05438662277960641,1.0,1.0
ENSMUSG00000015962,1,0.0,0.02240647380433223,1.0,1.0
ENSMUSG00000016179,1,0.0,0.013036493849793296,1.0,1.0
ENSMUSG00000016181,1,0.0,0.031776453758871157,1.0,1.0
ENSMUSG00000016194,1,0.0,0.039924262414991966,1.0,1.0
ENSMUSG00000016200,1,0.0,0.20960237767870785,1.0,1.0
ENSMUSG00000016262,1,0.0,0.007333027790508729,1.0,1.0
ENSMUSG00000016481,1,0.0,0.05092380410075506,1.0,1.0
ENSMUSG00000016493,1,0.0,0.07414505877069937,1.0,1.0
ENSMUSG00000016494,1,0.0,0.024036035535556388,1.0,1.0
ENSMUSG00000016524,1,0.0,0.006925637357702689,1.0,1.0
