chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	4927030	4927032	4926910	True	1	0	3	0
1	6633127	6633129	6632953	True	1	0	3	0
1	8340859	8340861	8340651	True	1	0	1	0
1	9701835	9701837	9701665	True	1	0	5	0
1	16810411	16810410	NA	True	0	0	1	0
1	16810411	16810410	16810833	True	0	1	7	0
1	21079728	21079730	21079522	True	1	0	6	0
1	22566588	22566587	22566807	True	0	1	5	0
1	22703404	22703403	22703540	True	0	1	2	0
1	22703404	22703403	22703699	True	0	1	1	0
1	24489436	24489435	24489677	True	0	1	9	0
1	26560078	26560077	26560231	True	0	1	1	0
1	27269803	27269805	27269637	True	1	0	5	0
1	27269803	27269805	27269674	True	1	0	1	0
1	32905718	32905720	32905577	True	1	0	5	0
1	33593581	33593583	33593344	True	1	0	10	0
1	35665691	35665693	35665589	True	1	0	3	0
1	37874712	37874714	37874595	True	1	0	1	0
1	38043721	38043720	38043830	True	0	1	1	0
1	38043721	38043720	38043835	True	0	1	1	0
1	38197878	38197877	38198141	True	0	1	11	0
1	39367575	39367574	39367825	True	0	1	18	0
1	39417880	39417879	39417946	True	0	1	1	0
1	40955161	40955163	40955030	True	1	0	4	0
1	41434344	41434346	41434143	True	1	0	7	0
1	41842528	41842530	41842234	True	1	0	6	0
1	41842528	41842530	41842432	True	1	0	2	0
1	43972824	43972826	43972570	True	1	0	6	0
1	43972824	43972826	43972642	True	1	0	5	0
1	43972824	43972826	43972662	True	1	0	6	0
1	43972824	43972826	43972693	True	1	0	4	0
1	43972824	43972826	43972654	True	1	0	2	0
1	43972824	43972826	43972709	True	1	0	2	0
1	50041741	50041740	50041924	True	0	1	4	0
1	51106564	51106566	51106438	True	1	0	1	0
1	52908590	52908592	52908396	True	1	0	4	0
1	53391706	53391705	53391809	True	0	1	1	0
1	60042782	60042784	60042606	True	1	0	6	0
1	60252132	60252134	60252024	True	1	0	2	0
1	60438955	60438957	60438793	True	1	0	5	0
1	60610482	60610484	60610344	True	1	0	3	0
1	61192866	61192868	61192728	True	1	0	4	0
1	61192866	61192868	61192767	True	1	0	1	0
1	61192866	61192868	61192793	True	1	0	1	0
1	62698144	62698143	62698350	True	0	1	9	0
1	NA	NA	63103407	False	1	1	1	0
1	63953071	63953073	63952938	True	1	0	1	0
1	66131583	66131582	66131933	True	0	1	8	0
1	66558933	66558932	66559135	True	0	1	9	0
1	66803626	66803625	66803719	True	0	1	1	0
1	66803626	66803625	66803747	True	0	1	1	0
1	66803626	66803625	66803774	True	0	1	1	0
1	66803626	66803625	66803781	True	0	1	4	0
1	66803626	66803625	66803787	True	0	1	2	0
1	69305457	69305456	69305526	True	0	1	1	0
1	70044294	70044296	70044012	True	1	0	8	0
1	70044294	70044296	70043932	True	1	0	1	0
1	70044294	70044296	70044086	True	1	0	2	0
1	70044294	70044296	70044257	True	1	0	1	0
1	70298198	70298200	70297888	True	1	0	15	0
1	71837321	71837323	71837072	True	1	0	15	0
1	72020657	72020656	72020737	True	0	1	1	0
1	72020657	72020656	72020853	True	0	1	7	0
1	72020657	72020656	72020988	True	0	1	3	0
1	73251939	73251938	73252156	True	0	1	12	0
1	74881027	74881029	74880808	True	1	0	5	0
1	76582467	76582469	76582221	True	1	0	13	0
1	79143786	79143788	79143667	True	1	0	2	0
1	82187312	82187314	82187205	True	1	0	2	0
1	84465540	84465542	84465308	True	1	0	1	0
1	87054987	87054986	87055061	True	0	1	1	0
1	87054987	87054986	87055117	True	0	1	1	0
1	87054987	87054986	87055182	True	0	1	12	0
1	90037252	90037251	NA	True	0	0	1	0
1	90037252	90037251	90038054	True	0	1	3	0
1	90408415	90408414	90408522	True	0	1	2	0
1	92904654	92904653	92904847	True	0	1	7	0
1	92969891	92969893	92969681	True	1	0	5	0
1	93801177	93801179	93801070	True	1	0	3	0
1	94426100	94426099	94426270	True	0	1	3	0
1	95029121	95029123	95028604	True	1	0	5	0
1	95029121	95029123	95029010	True	1	0	2	0
1	95029121	95029123	95029038	True	1	0	1	0
1	95081141	95081143	95080854	True	1	0	8	0
1	96093455	96093454	96093588	True	0	1	6	0
1	97319189	97319191	97319080	True	1	0	2	0
1	101209609	101209608	101209684	True	0	1	1	0
1	101209609	101209608	101209685	True	0	1	1	0
1	101209609	101209608	101209702	True	0	1	1	0
1	101209609	101209608	101209721	True	0	1	3	0
1	101209609	101209608	101209730	True	0	1	4	0
1	101209609	101209608	101209771	True	0	1	2	0
1	101209609	101209608	101209774	True	0	1	4	0
1	101209609	101209608	101209779	True	0	1	3	0
1	101209609	101209608	101209817	True	0	1	4	0
1	101209609	101209608	101209917	True	0	1	9	0
1	102304861	102304860	102305052	True	0	1	5	0
1	104655162	104655164	104654990	False	1	0	4	0
1	104655162	104655164	104655076	False	1	0	1	0
1	104861989	104861988	104862133	True	0	1	2	0
1	105384798	105384800	105384535	True	1	0	12	0
1	105517370	105517369	105517575	True	0	1	8	0
1	105624463	105624462	105624676	True	0	1	10	0
1	105780376	105780378	105780070	True	1	0	12	0
1	105780376	105780378	105779980	True	1	0	8	0
1	105780376	105780378	105780187	True	1	0	10	0
1	105780376	105780378	105780131	True	1	0	5	0
1	105780376	105780378	105780165	True	1	0	5	0
1	105780376	105780378	105780185	True	1	0	20	0
1	105780376	105780378	105780161	True	1	0	16	0
1	105780376	105780378	NA	True	1	1	1	0
1	105780376	105780378	105780158	True	1	0	11	0
1	105780376	105780378	105779946	True	1	0	8	0
1	105780376	105780378	105780268	True	1	0	3	0
1	105780376	105780378	105780228	True	1	0	3	0
1	105780376	105780378	105780168	True	1	0	6	0
1	105780376	105780378	105780159	True	1	0	11	0
1	105780376	105780378	105780156	True	1	0	19	0
1	105780376	105780378	105780171	True	1	0	9	0
1	105780376	105780378	105780271	True	1	0	3	0
1	105780376	105780378	105780219	True	1	0	4	0
1	105780376	105780378	105779981	True	1	0	11	0
1	105780376	105780378	105780118	True	1	0	9	0
1	105780376	105780378	105780178	True	1	0	13	0
1	105780376	105780378	105780129	True	1	0	6	0
1	105780376	105780378	105780175	True	1	0	5	0
1	105780376	105780378	105780086	True	1	0	7	0
1	105780376	105780378	105780216	True	1	0	2	0
1	105780376	105780378	105780269	True	1	0	4	0
1	105780376	105780378	105780074	True	1	0	3	0
1	105780376	105780378	105780092	True	1	0	3	0
1	105780376	105780378	105780130	True	1	0	3	0
1	105780376	105780378	105780223	True	1	0	4	0
1	105780376	105780378	105779989	True	1	0	5	0
1	105780376	105780378	105780214	True	1	0	4	0
1	105780376	105780378	105780242	True	1	0	12	0
1	105780376	105780378	105780084	True	1	0	12	0
1	105780376	105780378	105780154	True	1	0	5	0
1	105780376	105780378	105780276	True	1	0	5	0
1	105780376	105780378	105780135	True	1	0	11	0
1	105780376	105780378	105780072	True	1	0	6	0
1	105780376	105780378	105780225	True	1	0	1	0
1	105780376	105780378	105780030	True	1	0	8	0
1	105780376	105780378	105780202	True	1	0	12	0
1	105780376	105780378	105780212	True	1	0	5	0
1	105780376	105780378	105780266	True	1	0	5	0
1	105780376	105780378	105780096	True	1	0	1	0
1	105780376	105780378	105780181	True	1	0	9	0
1	105780376	105780378	105780232	True	1	0	6	0
1	105780376	105780378	105780140	True	1	0	3	0
1	105780376	105780378	105779922	True	1	0	8	0
1	105780376	105780378	105780148	True	1	0	8	0
1	105780376	105780378	105780265	True	1	0	1	0
1	105780376	105780378	105780090	True	1	0	8	0
1	105780376	105780378	105780215	True	1	0	3	0
1	105780376	105780378	105780166	True	1	0	4	0
1	105780376	105780378	105780182	True	1	0	6	0
1	105780376	105780378	105780147	True	1	0	11	0
1	105780376	105780378	105780278	True	1	0	2	0
1	105780376	105780378	105780264	True	1	0	3	0
1	105780376	105780378	105780251	True	1	0	2	0
1	105780376	105780378	105779716	True	1	0	4	0
