chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	21470878	21470880	21470779	True	1	0	10	0
1	35815342	35815341	35815482	True	0	1	7	0
1	45041952	45041951	45042170	True	0	1	1	0
1	65006482	65006484	65006314	True	1	0	13	0
1	68782889	68782888	68783053	True	0	1	8	0
1	NA	NA	72593405	False	1	1	1	0
1	75572944	75572943	75573118	True	0	1	1	0
1	118481426	118481425	118481667	True	0	1	1	0
1	140285188	140285187	140285451	False	0	1	4	0
1	150674256	150674255	150674416	True	0	1	5	0
1	168864348	168864350	168864162	True	1	0	1	0
1	169845968	169845970	169845727	False	1	0	5	0
2	4909357	4909359	4909340	False	1	0	2	0
2	40769729	40769728	40769931	False	0	1	8	0
2	61480946	61480948	61480854	True	1	0	1	0
2	64919314	64919313	64919342	False	0	1	1	0
2	148425720	148425722	148425269	True	1	0	1	0
2	168692662	168692661	168692775	True	0	1	1	0
3	NA	NA	17452999	False	0	0	1	0
3	18591589	18591588	18591763	True	0	1	10	0
3	32631824	32631826	32631674	False	1	0	11	0
3	40979982	40979984	40979911	True	1	0	2	0
3	60212097	60212099	60211876	True	1	0	1	0
3	68469005	68469004	68469150	True	0	1	1	0
3	69064261	69064263	69063964	False	1	0	1	0
3	111706033	111706032	111706247	True	0	1	8	0
3	142788299	142788298	142788316	False	0	1	1	0
4	29087140	29087139	29087305	True	0	1	1	0
4	41376849	41376851	41376516	True	1	0	10	0
4	57948068	57948067	57948215	True	0	1	8	0
4	71417775	71417777	71417759	False	1	0	6	0
4	80904852	80904851	80905034	False	0	1	1	0
4	123254726	123254728	123254676	True	1	0	1	0
4	123920779	123920778	123920973	True	0	1	19	0
4	129518476	129518478	129518304	True	1	0	1	0
4	135676579	135676581	135676425	True	1	0	1	0
5	NA	NA	28169892	False	1	1	12	0
5	NA	NA	28170196	False	0	0	1	0
5	29913503	29913502	29913698	True	0	1	1	0
5	44330476	44330478	44330243	True	1	0	19	0
5	50651917	50651916	50652224	False	0	1	1	0
5	56747364	56747366	56747153	True	1	0	11	0
5	59395908	59395907	59396070	True	0	1	1	0
5	61254602	61254604	61254477	True	1	0	1	0
5	63770994	63770993	63771073	True	0	1	2	0
5	64022456	64022458	64022279	True	1	0	5	0
5	89224024	89224023	89224220	True	0	1	1	0
5	92961375	92961374	NA	True	0	0	1	0
5	101220745	101220744	101221010	False	0	1	9	0
5	NA	NA	105993873	False	1	1	1	0
5	NA	NA	112492025	False	0	0	2	0
5	129500058	129500060	129499870	False	1	0	1	0
5	129500060	129500062	129499870	False	1	0	4	0
5	135574226	135574225	135574265	False	0	1	1	0
6	6436352	6436354	6436086	True	1	0	1	0
6	40086803	40086802	40087005	True	0	1	1	0
6	48355894	48355893	48356161	False	0	1	1	0
6	67945572	67945574	67945458	True	1	0	18	0
6	88972155	88972157	88971932	True	1	0	1	0
6	96818400	96818399	96818417	False	0	1	2	0
6	99266114	99266113	99266332	True	0	1	1	0
6	99266114	99266113	99266333	True	0	1	1	0
6	99266114	99266113	99266391	True	0	1	1	0
