chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	21644154	21644156	21643859	True	1	0	7	0
1	61928014	61928013	61928204	True	0	1	1	0
1	81861386	81861385	NA	True	0	0	1	0
1	84200956	84200955	84201159	True	0	1	1	0
1	89272462	89272461	89272669	True	0	1	7	0
1	92060990	92060989	92061094	True	0	1	1	0
1	126964256	126964258	126963942	True	1	0	8	0
1	128043835	128043834	NA	True	0	0	1	0
1	163778997	163778999	163778751	True	1	0	8	0
1	163827147	163827146	163827599	True	0	1	1	0
1	177623228	177623230	177622957	True	1	0	1	0
2	33908286	33908285	33908519	True	0	1	1	0
2	64021657	64021656	64021945	True	0	1	1	0
2	64088181	64088180	64088331	True	0	1	1	0
2	64088181	64088180	64088364	True	0	1	1	0
2	97435072	97435074	97434821	True	1	0	1	0
2	98666938	98666940	98666880	False	1	0	1	0
2	98667158	98667160	98666932	False	1	0	1	0
2	98667189	98667191	98666916	False	1	0	11	0
2	98667304	98667306	98667112	False	1	0	3	0
2	104668984	104668986	104668780	True	1	0	1	0
2	110643517	110643516	110643674	True	0	1	1	0
2	NA	NA	113670883	False	0	0	4	0
2	170572205	170572204	170572357	True	0	1	2	0
3	27644925	27644924	27645058	True	0	1	1	0
3	46095162	46095164	46094892	True	1	0	1	0
3	54592797	54592796	54593013	True	0	1	4	0
3	77558874	77558873	77559223	True	0	1	1	0
3	102062725	102062724	102063053	True	0	1	8	0
3	102189671	102189670	102189834	True	0	1	1	0
3	115649151	115649153	115649070	True	1	0	1	0
3	123787476	123787475	123787653	True	0	1	1	0
3	134510540	134510542	134510258	True	1	0	1	0
3	143709936	143709938	143709386	False	1	0	4	0
4	48957328	48957327	48957487	True	0	1	3	0
4	48957328	48957327	48957486	True	0	1	1	0
4	56069312	56069311	56069467	True	0	1	1	0
4	89532598	89532597	89532816	True	0	1	1	0
4	96799532	96799531	96799759	True	0	1	1	0
4	104929506	104929505	104929656	True	0	1	1	0
4	121071832	121071831	121072100	True	0	1	1	0
4	136001086	136001085	136001208	True	0	1	1	0
4	136001086	136001085	136001303	True	0	1	1	0
4	141167245	141167244	141167474	True	0	1	1	0
4	147339783	147339782	147340024	True	0	1	1	0
5	25652754	25652753	NA	True	0	0	1	0
5	NA	NA	28169886	False	1	1	4	0
5	NA	NA	28169929	False	1	1	4	0
5	NA	NA	28169958	False	1	1	1	0
5	NA	NA	28169962	False	1	1	8	0
5	31876597	31876596	31876764	True	0	1	1	0
5	49467511	49467513	49467383	True	1	0	4	0
5	50014415	50014417	50014245	True	1	0	5	0
5	53918751	53918753	53918521	True	1	0	1	0
5	107230552	107230551	NA	True	0	0	1	0
5	134632237	134632239	NA	True	1	1	1	0
6	3530588	3530590	3530412	True	1	0	2	0
6	8400031	8400033	8399856	True	1	0	2	0
6	22694205	22694204	22694394	True	0	1	1	0
6	25799547	25799549	25799237	True	1	0	1	0
6	31065662	31065664	NA	True	1	1	1	0
6	32782260	32782259	32782558	True	0	1	1	0
6	42376840	42376839	42376984	False	0	1	1	0
6	96580888	96580890	96580681	False	1	0	9	0
6	99266114	99266113	99266341	True	0	1	1	0
6	99275527	99275526	99275754	True	0	1	1	0
6	128901789	128901788	128901966	True	0	1	1	0
6	142473847	142473849	142473736	True	1	0	3	0
7	12835715	12835714	12835871	True	0	1	1	0
7	12835715	12835714	12835892	True	0	1	1	0
7	12835715	12835714	12835948	True	0	1	1	0
7	14389210	14389209	14389433	True	0	1	1	0
7	35086261	35086263	35086158	True	1	0	1	0
7	35756771	35756770	35756902	True	0	1	1	0
7	37851594	37851593	37851745	False	0	1	3	0
7	112112399	112112401	112112220	True	1	0	1	0
7	115205177	115205176	115205380	True	0	1	3	0
7	135646465	135646467	135646448	False	1	0	2	2
8	3677857	3677856	3677976	True	0	1	2	0
8	3677857	3677856	3678020	True	0	1	1	0
8	10976062	10976061	10976254	True	0	1	1	0
8	10976062	10976061	10976258	True	0	1	1	0
8	14559691	14559693	14559593	True	1	0	1	0
8	16423280	16423279	NA	True	0	0	1	0
8	64737295	64737297	64737109	True	1	0	1	0
8	81356497	81356496	NA	True	0	0	1	0
8	95739019	95739018	95739129	True	0	1	1	0
9	3247043	3247045	3246857	True	1	0	2	0
9	57546796	57546798	57546477	False	1	0	1	0
9	86317253	86317252	NA	True	0	0	1	0
9	108277637	108277639	108277431	True	1	0	1	0
9	108277637	108277639	108277397	True	1	0	1	0
9	108277637	108277639	108277413	True	1	0	1	0
10	3381743	3381745	25361142	True	1	1	9	0
10	3477532	3477531	3477630	True	0	1	1	0
10	3477532	3477531	3477622	True	0	1	1	0
10	5195608	5195610	5195345	True	1	0	8	0
10	5816033	5816035	5815758	True	1	0	10	0
10	5816033	5816035	5815800	True	1	0	7	0
10	NA	NA	7851844	False	0	0	2	0
10	13250259	13250258	13250276	False	0	1	1	0
10	18667168	18667170	18666955	True	1	0	5	0
