chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	76244974	76244976	76244773	True	1	0	44	0
1	NA	NA	106333457	False	0	0	1	0
1	NA	NA	106333483	False	0	0	2	0
1	NA	NA	106333484	False	0	0	1	0
1	63883112	63883111	106333484	True	0	0	1	0
1	NA	NA	106333567	False	0	0	1	0
1	NA	NA	106333590	False	0	0	1	0
1	NA	NA	106333595	False	0	0	1	0
1	NA	NA	106333596	False	0	0	1	0
1	NA	NA	106333604	False	0	0	1	0
1	NA	NA	106333618	False	0	0	1	0
1	106333729	106333731	106333601	False	1	0	1	0
1	106333732	106333734	106333403	True	1	0	238	0
1	106333732	106333734	106333501	True	1	0	480	0
1	106333732	106333734	106333399	True	1	0	166	0
1	106333732	106333734	106333449	True	1	0	307	0
1	106333732	106333734	106333327	True	1	0	116	0
1	106333731	106333733	106333536	False	1	0	1	0
1	106333732	106333734	106333311	True	1	0	250	0
1	106333732	106333734	106333472	True	1	0	174	0
1	106333732	106333734	106333524	True	1	0	333	0
1	106333732	106333734	106333386	True	1	0	204	0
1	106333732	106333734	106333363	True	1	0	287	0
1	106333732	106333734	106333371	True	1	0	157	0
1	106333732	106333734	106333456	True	1	0	231	0
1	106333732	106333734	106333461	True	1	0	396	0
1	106333732	106333734	106333541	True	1	0	387	0
1	106333732	106333734	106333356	True	1	0	156	0
1	106333732	106333734	106333523	True	1	0	1112	0
1	106333732	106333734	106333418	True	1	0	292	0
1	106333732	106333734	106333600	True	1	0	224	0
1	106333732	106333734	106333440	True	1	0	194	0
1	106333732	106333734	106333505	True	1	0	502	0
1	106333732	106333734	106333445	True	1	0	291	0
1	106333732	106333734	106333333	True	1	0	113	0
1	106333731	106333733	106333494	False	1	0	1	0
1	106333732	106333734	106333457	True	1	0	734	0
1	106333732	106333734	106333597	True	1	0	165	0
1	106333732	106333734	106333517	True	1	0	175	0
1	106333732	106333734	106333460	True	1	0	117	0
1	106333732	106333734	106333603	True	1	0	354	0
1	106333732	106333734	106333592	True	1	0	276	0
1	106333732	106333734	106333382	True	1	0	89	0
1	106333732	106333734	106333539	True	1	0	228	0
1	106333731	106333733	106333436	False	1	0	1	0
1	106333732	106333734	106333498	True	1	0	416	0
1	106333732	106333734	106333508	True	1	0	628	0
1	106333732	106333734	106333495	True	1	0	120	0
1	106333732	106333734	106333390	True	1	0	163	0
1	106333732	106333734	106333581	True	1	0	351	0
1	106333732	106333734	106333618	True	1	0	108	0
1	106333732	106333734	106333599	True	1	0	194	0
1	106333732	106333734	106333480	True	1	0	386	0
1	106333732	106333734	106333493	True	1	0	220	0
1	106333732	106333734	106333408	True	1	0	177	0
1	106333732	106333734	106333469	True	1	0	309	0
1	106333732	106333734	106333424	True	1	0	402	0
1	106333732	106333734	106333421	True	1	0	376	0
1	106333732	106333734	106333611	True	1	0	176	0
1	106333732	106333734	106333548	True	1	0	371	0
1	106333732	106333734	106333551	True	1	0	262	0
1	106333732	106333734	106333339	True	1	0	276	0
1	106333732	106333734	106333606	True	1	0	142	0
1	106333732	106333734	106333447	True	1	0	181	0
1	106333732	106333734	106333381	True	1	0	674	0
1	106333732	106333734	106333388	True	1	0	504	0
1	106333731	106333733	106333581	False	1	0	1	0
1	106333732	106333734	106333576	True	1	0	304	0
1	106333732	106333734	106333269	True	1	0	76	0
1	106333732	106333734	106333467	True	1	0	385	0
1	106333732	106333734	106333557	True	1	0	583	0
1	106333732	106333734	106333499	True	1	0	204	0
1	106333732	106333734	106333625	True	1	0	94	0
1	106333732	106333734	106333588	True	1	0	318	0
1	106333732	106333734	106333535	True	1	0	441	0
1	106333731	106333733	106333548	False	1	0	1	0
1	106333732	106333734	106333562	True	1	0	427	0
1	106333732	106333734	106333608	True	1	0	234	0
1	106333732	106333734	106333217	True	1	0	100	0
1	106333732	106333734	106333474	True	1	0	325	0
1	106333732	106333734	106333391	True	1	0	234	0
1	106333732	106333734	106333454	True	1	0	365	0
1	106333732	106333734	106333483	True	1	0	644	0
1	106333732	106333734	106333298	True	1	0	286	0
1	106333732	106333734	106333429	True	1	0	194	0
1	106333732	106333734	106333366	True	1	0	187	0
1	106333732	106333734	106333433	True	1	0	168	0
1	106333732	106333734	106333549	True	1	0	380	0
1	106333732	106333734	106333450	True	1	0	531	0
1	106333732	106333734	106333590	True	1	0	225	0
1	106333732	106333734	106333513	True	1	0	306	0
1	106333732	106333734	106333637	True	1	0	49	0
1	106333732	106333734	106333629	True	1	0	95	0
1	106333732	106333734	106333516	True	1	0	390	0
1	106333732	106333734	106333522	True	1	0	293	0
1	106333732	106333734	106333473	True	1	0	298	0
1	106333732	106333734	106333444	True	1	0	248	0
1	106333732	106333734	106333443	True	1	0	459	0
1	106333732	106333734	106333545	True	1	0	270	0
1	106333732	106333734	106333468	True	1	0	403	0
1	106333732	106333734	106333555	True	1	0	361	0
1	106333732	106333734	106333377	True	1	0	164	0
1	106333732	106333734	106333400	True	1	0	755	0
1	106333732	106333734	106333559	True	1	0	296	0
1	106333732	106333734	106333360	True	1	0	258	0
1	106333732	106333734	106333575	True	1	0	309	0
1	106333732	106333734	106333470	True	1	0	338	0
1	106333732	106333734	106333578	True	1	0	402	0
1	106333732	106333734	106333492	True	1	0	374	0
1	106333732	106333734	106333621	True	1	0	144	0
1	106333732	106333734	106333519	True	1	0	173	0
1	106333732	106333734	106333512	True	1	0	220	0
1	106333732	106333734	106333601	True	1	0	258	0
1	106333732	106333734	106333558	True	1	0	284	0
1	106333732	106333734	106333459	True	1	0	311	0
1	106333732	106333734	106333367	True	1	0	175	0
1	106333732	106333734	106333497	True	1	0	372	0
1	106333732	106333734	106333464	True	1	0	487	0
1	106333732	106333734	106333315	True	1	0	32	0
1	106333732	106333734	106333585	True	1	0	288	0
1	106333732	106333734	106333392	True	1	0	431	0
1	106333732	106333734	106333455	True	1	0	271	0
1	106333732	106333734	106333520	True	1	0	455	0
1	106333732	106333734	106333484	True	1	0	761	0
1	106333732	106333734	106333518	True	1	0	344	0
1	106333732	106333734	106333509	True	1	0	706	0
1	106333732	106333734	106333448	True	1	0	682	0
1	106333732	106333734	106333307	True	1	0	159	0
1	106333732	106333734	106333466	True	1	0	471	0
1	106333732	106333734	106333571	True	1	0	461	0
1	106333732	106333734	106333624	True	1	0	120	0
1	106333732	106333734	106333427	True	1	0	316	0
1	106333732	106333734	106333538	True	1	0	543	0
1	106333732	106333734	106333568	True	1	0	379	0
1	106333732	106333734	106333374	True	1	0	35	0
1	106333732	106333734	106333426	True	1	0	106	0
1	106333732	106333734	106333437	True	1	0	462	0
1	106333732	106333734	106333287	True	1	0	123	0
1	106333732	106333734	106333564	True	1	0	425	0
1	106333732	106333734	106333582	True	1	0	348	0
1	106333732	106333734	106333579	True	1	0	269	0
1	106333732	106333734	106333620	True	1	0	186	0
1	106333732	106333734	106333364	True	1	0	54	0
1	106333732	106333734	106333434	True	1	0	35	0
1	106333732	106333734	106333413	True	1	0	2	0
1	106333732	106333734	106333507	True	1	0	161	0
1	106333732	106333734	106333525	True	1	0	399	0
1	106333732	106333734	106333528	True	1	0	155	0
1	106333732	106333734	106333335	True	1	0	212	0
1	106333732	106333734	106333510	True	1	0	319	0
1	106333732	106333734	106333529	True	1	0	206	0
1	106333732	106333734	106333632	True	1	0	102	0
1	106333732	106333734	106333494	True	1	0	433	0
1	106333732	106333734	106333586	True	1	0	104	0
1	106333732	106333734	106333428	True	1	0	299	0
1	106333732	106333734	106333550	True	1	0	305	0
1	106333732	106333734	106333477	True	1	0	179	0
1	106333732	106333734	106333318	True	1	0	159	0
1	106333732	106333734	106333556	True	1	0	625	0
1	106333732	106333734	106333569	True	1	0	403	0
1	106333732	106333734	106333496	True	1	0	297	0
