chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	21694319	21694321	21694174	True	1	0	1	0
1	106333732	106333734	106333639	True	1	0	1	0
1	106333732	106333734	106333598	True	1	0	1	0
1	106333732	106333734	106333604	True	1	0	1	0
1	106333732	106333734	NA	True	1	1	5	0
1	106333732	106333734	106333548	True	1	0	2	0
1	106333732	106333734	106333517	True	1	0	1	0
1	106333732	106333734	106333570	True	1	0	1	0
1	106333732	106333734	106333414	True	1	0	1	0
1	106333732	106333734	106333627	True	1	0	1	0
1	106333732	106333734	106333575	True	1	0	1	0
1	106333732	106333734	106333460	True	1	0	1	0
1	106333732	106333734	106333315	True	1	0	1	0
1	106333732	106333734	106333580	True	1	0	1	0
1	106333732	106333734	106333555	True	1	0	1	0
1	106333732	106333734	106333480	True	1	0	1	0
1	106333732	106333734	106333616	True	1	0	1	0
1	106333732	106333734	106333600	True	1	0	1	0
1	106333732	106333734	106333540	True	1	0	1	0
1	106333732	106333734	106333415	True	1	0	1	0
1	106333732	106333734	106333550	True	1	0	1	0
1	106333732	106333734	106333509	True	1	0	2	0
1	106333732	106333734	106333400	True	1	0	1	0
1	106333732	106333734	106333625	True	1	0	1	0
1	106333732	106333734	106333386	True	1	0	1	0
1	106333732	106333734	106333606	True	1	0	1	0
1	106333732	106333734	106333436	True	1	0	1	0
1	106333732	106333734	106333515	True	1	0	1	0
1	106333732	106333734	106333572	True	1	0	1	0
1	106333732	106333734	106333671	True	1	0	1	0
1	142453752	142453754	142453642	False	1	0	2	0
1	166853330	166853329	166853573	True	0	1	1	0
1	168394883	168394882	168395300	True	0	1	1	0
1	181466070	181466072	181465869	True	1	0	1	0
1	184680012	184680014	184679847	True	1	0	9	0
1	188708514	188708513	188708712	True	0	1	1	0
2	104475511	104475513	104475274	True	1	0	1	0
2	NA	NA	128003835	False	1	1	7	0
2	148680366	148680368	148680245	True	1	0	1	0
3	3464386	3464388	3464260	True	1	0	1	0
3	49509691	49509690	49509867	False	0	1	3	0
3	138272985	138272984	138273168	False	0	1	10	0
3	142788299	142788298	142788316	False	0	1	1	0
4	8294622	8294624	8294383	True	1	0	1	0
4	62664630	62664629	62664881	True	0	1	1	0
4	91621509	91621511	91621324	False	1	0	1	0
4	140204748	140204747	140204884	False	0	1	1	0
5	NA	NA	28170045	False	1	1	3	0
5	53405163	53405165	53405100	False	1	0	1	0
5	67467083	67467082	67467277	True	0	1	8	0
5	92656398	92656400	92656283	True	1	0	1	0
5	132702676	132702675	132702930	True	0	1	4	0
5	134989451	134989453	134989256	True	1	0	1	0
6	89413638	89413640	89413453	True	1	0	1	0
7	16960973	16960972	16961293	True	0	1	1	0
7	62271757	62271759	62271406	True	1	0	4	0
7	132814706	132814705	132814819	False	0	1	4	0
8	41085691	41085690	41085923	True	0	1	1	0
8	63621858	63621860	63621649	True	1	0	9	0
8	82017197	82017196	82017478	True	0	1	7	0
8	95720803	95720805	95720545	True	1	0	5	0
8	123250591	123250593	123250399	True	1	0	1	0
9	27453388	27453387	27453406	False	0	1	1	0
9	44354358	44354360	NA	True	1	1	2	0
9	44354358	44354360	44354029	True	1	0	1	0
9	44354358	44354360	44354176	True	1	0	1	0
9	59180240	59180242	59180184	True	1	0	1	0
9	71890649	71890651	71890485	True	1	0	1	0
9	76788719	76788721	76788618	True	1	0	3	0
9	83260528	83260527	83260642	True	0	1	2	0
9	119411384	119411383	119411597	True	0	1	9	0
10	3383188	3383187	3383434	True	0	1	1	0
10	3679081	3679083	3678975	True	1	0	1	0
10	6040318	6040317	6040460	True	0	1	9	0
10	7654028	7654027	7654327	True	0	1	1	0
10	8429738	8429740	NA	True	1	1	1	0
10	16047935	16047937	16047698	True	1	0	11	0
10	24537252	24537251	24537341	True	0	1	2	0
10	25954854	25954853	25954971	True	0	1	1	0
10	33104331	33104330	33104433	True	0	1	1	0
10	34510966	34510965	34511332	True	0	1	2	0
10	53984606	53984608	53984121	True	1	0	1	0
10	63896382	63896384	63896269	True	1	0	4	0
10	84778529	84778528	84778695	True	0	1	8	0
10	86869836	86869838	86869674	True	1	0	2	0
10	108708284	108708286	108708099	True	1	0	1	0
11	20612777	20612776	20612906	False	0	1	6	0
11	73950387	73950389	73950371	False	1	0	1	0
11	105242060	105242062	105241949	True	1	0	1	0
11	108341709	108341708	108341853	True	0	1	9	0
11	113835321	113835320	113835461	True	0	1	1	0
12	15773155	15773157	15773056	True	1	0	2	0
12	16894036	16894035	16894319	True	0	1	1	0
12	41302036	41302035	41302179	True	0	1	1	0
12	81157139	81157141	81157048	True	1	0	2	0
12	94981979	94981981	NA	True	1	1	2	0
12	94981979	94981981	94981769	True	1	0	1	0
12	94981979	94981981	94981882	True	1	0	1	0
12	94981979	94981981	94981820	True	1	0	1	0
12	94981979	94981981	94981810	True	1	0	1	0
12	94981979	94981981	94981858	True	1	0	1	0
12	94981979	94981981	94981809	True	1	0	1	0
12	94981979	94981981	94981779	True	1	0	1	0
12	94981979	94981981	94981762	True	1	0	1	0
12	94981979	94981981	94981859	True	1	0	1	0
12	94981979	94981981	94981904	True	1	0	1	0
12	94981979	94981981	94981868	True	1	0	1	0
12	94981979	94981981	94981771	True	1	0	1	0
