chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	36198910	36198909	36199108	True	0	1	1	0
1	40969948	40969947	40970180	False	0	1	1	0
1	53889730	53889732	53889620	True	1	0	1	0
1	NA	NA	86254449	False	1	1	1	0
1	106333732	106333734	NA	True	1	1	1	0
1	106333732	106333734	106333545	True	1	0	1	0
1	106333732	106333734	106333540	True	1	0	1	0
1	142174007	142174009	142173661	False	1	0	3	0
1	156451562	156451561	156451722	True	0	1	1	0
1	162713758	162713757	162713888	False	0	1	2	0
2	61685444	61685446	61685411	True	1	0	1	0
2	71363011	71363010	71363343	True	0	1	1	0
4	56491274	56491273	56491478	True	0	1	1	0
4	130373132	130373134	130373004	True	1	0	1	0
4	149132439	149132438	149132762	True	0	1	1	0
4	NA	NA	153829556	False	0	0	2	0
5	5308553	5308552	5308733	False	0	1	10	0
5	NA	NA	28169892	False	1	1	2	0
5	79801569	79801571	79801176	True	1	0	2	0
5	122242042	122242041	122242214	True	0	1	1	0
6	104204633	104204635	104204617	False	1	0	1	0
6	125193394	125193393	125193618	True	0	1	1	0
7	19103960	19103959	19104111	True	0	1	5	0
7	NA	NA	45599522	False	1	1	6	0
7	47078531	47078530	47078597	True	0	1	3	0
7	82018099	82018101	82017667	True	1	0	8	0
7	82018099	82018101	82017683	True	1	0	1	0
7	84141919	84141918	84142339	True	0	1	1	0
7	122230361	122230363	122230094	False	1	0	1	0
7	122230362	122230364	122230094	False	1	0	1	0
7	122230363	122230365	122230094	False	1	0	13	0
7	122230364	122230366	122230094	False	1	0	2	0
7	135646464	135646466	135646448	False	1	0	1	0
7	135646465	135646467	135646448	False	1	0	1	0
8	111505080	111505079	111505207	True	0	1	1	0
8	NA	NA	112380543	False	0	0	10	0
8	114240871	114240870	114241070	True	0	1	1	0
9	40355416	40355415	40355647	True	0	1	8	0
9	103600093	103600092	103600389	True	0	1	10	0
10	4778416	4778418	4778219	True	1	0	5	0
10	16243797	16243796	16243975	True	0	1	1	0
10	25714692	25714694	25714521	True	1	0	1	0
10	28685425	28685427	28685218	True	1	0	1	0
10	28685425	28685427	28685173	True	1	0	12	0
10	31127190	31127189	31127351	True	0	1	2	0
10	35852003	35852002	35852134	True	0	1	2	0
10	36113674	36113676	36113446	True	1	0	5	0
10	36113674	36113676	36113454	True	1	0	1	0
10	58326748	58326747	58327046	True	0	1	17	0
10	66390962	66390964	66390812	True	1	0	3	0
10	93528240	93528242	93527974	False	1	0	16	0
10	93528249	93528251	93527974	True	1	0	1	0
10	103723423	103723425	103723222	True	1	0	3	0
10	115516405	115516407	115516304	True	1	0	2	0
10	125366074	125366076	125365881	True	1	0	1	0
11	8656199	8656201	8655976	False	1	0	7	0
11	27786109	27786108	27786455	False	0	1	9	0
11	27786109	27786108	27786443	False	0	1	1	0
11	34881458	34881457	34881654	False	0	1	5	0
10	121763272	121763274	34881654	False	1	1	1	0
11	64108359	64108358	64108630	True	0	1	9	0
11	104217499	104217501	104217258	True	1	0	15	0
12	12873535	12873534	12873770	True	0	1	1	0
12	94981979	94981981	NA	True	1	1	5	0
12	94981979	94981981	94981782	True	1	0	1	0
12	94981979	94981981	94981695	True	1	0	1	0
12	94981979	94981981	94981823	True	1	0	1	0
12	94981979	94981981	94981794	True	1	0	1	0
12	94981979	94981981	94981761	True	1	0	1	0
12	94981979	94981981	94981814	True	1	0	1	0
13	30812881	30812880	30813079	True	0	1	15	0
13	NA	NA	31627326	False	1	1	12	0
13	NA	NA	31627394	False	1	1	10	0
1	157084882	157084881	32301738	False	0	0	1	0
14	32302001	32302003	32301719	True	1	0	14	0
14	51094548	51094550	51094299	True	1	0	12	0
14	75957573	75957575	75956884	False	1	0	14	0
15	5210723	5210725	5210651	True	1	0	1	0
15	36273321	36273320	36273632	True	0	1	10	0
