chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	3825161	3825160	3825296	True	0	1	1	0
1	10361595	10361597	10361272	True	1	0	1	0
1	22627358	22627360	22627261	True	1	0	1	0
1	64916120	64916122	64915870	False	1	0	7	0
1	92060990	92060989	92061093	True	0	1	2	0
1	105491396	105491395	NA	True	0	0	1	0
1	133033724	133033723	NA	True	0	0	1	0
1	133033724	133033723	133033834	True	0	1	1	0
1	134381884	134381886	134381696	True	1	0	1	0
1	159835684	159835683	159835896	True	0	1	2	0
1	165992810	165992809	165993123	True	0	1	1	0
1	167000736	167000738	NA	True	1	1	1	0
1	183161326	183161325	183161463	True	0	1	1	0
1	185600342	185600341	NA	True	0	0	1	0
2	30474997	30474996	30475114	True	0	1	1	0
2	35841111	35841113	35840994	True	1	0	1	0
2	43497915	43497917	43497779	True	1	0	1	0
2	46491201	46491200	46491491	True	0	1	1	0
2	60633672	60633671	60633873	True	0	1	1	0
2	61272109	61272111	61271939	True	1	0	4	0
2	61769177	61769179	61768961	True	1	0	1	0
2	71815764	71815763	NA	True	0	0	1	0
2	91825708	91825707	NA	True	0	0	1	0
2	98667081	98667080	98667214	False	0	1	2	0
2	98667214	98667216	98667079	False	1	0	1	0
2	104668984	104668986	104668932	True	1	0	1	0
2	125427176	125427178	125426982	False	1	0	1	0
2	126310372	126310374	126310260	True	1	0	1	0
2	126935186	126935185	126935342	True	0	1	1	0
2	128684432	128684434	128684135	True	1	0	1	0
2	142525605	142525604	142525799	True	0	1	1	0
2	151002594	151002593	151002830	True	0	1	1	0
2	151002594	151002593	151002828	True	0	1	1	0
2	166427284	166427283	NA	True	0	0	1	0
3	15409257	15409259	15409067	True	1	0	4	0
3	23837931	23837930	NA	True	0	0	1	0
3	40481875	40481877	40481687	True	1	0	1	0
3	65841703	65841702	65841948	False	0	1	4	0
3	89640938	89640937	89641081	True	0	1	2	0
3	94311261	94311260	94311417	True	0	1	1	0
3	114767236	114767235	114767398	True	0	1	1	0
3	122401226	122401228	122401021	True	1	0	1	0
3	130341043	130341042	130341159	True	0	1	1	0
3	131166264	131166263	131166589	True	0	1	1	0
3	144486841	144486840	NA	True	0	0	1	0
4	11956909	11956911	11956864	True	1	0	1	0
4	32190530	32190532	32190440	True	1	0	1	0
4	47408422	47408424	47408290	True	1	0	1	0
4	47408422	47408424	47408329	True	1	0	1	0
4	59225233	59225232	59225348	True	0	1	1	0
4	66204190	66204192	66204083	True	1	0	1	0
4	72247504	72247506	72247178	False	1	0	1	0
4	89148133	89148132	89148322	True	0	1	1	0
4	89258986	89258988	89258601	True	1	0	1	0
4	89258986	89258988	NA	True	1	1	2	0
