chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	14060866	14060865	14061031	True	0	1	31	0
1	16518750	16518749	16518825	True	0	1	5	0
1	21917217	21917216	21917318	True	0	1	14	0
1	22411858	22411860	NA	True	1	1	1	0
1	23472983	23472982	23473034	True	0	1	3	0
1	23808478	23808480	23808232	True	1	0	2	0
1	38595237	38595236	38595420	True	0	1	25	0
1	40236204	40236206	40236167	True	1	0	1	0
1	40967534	40967536	40967373	True	1	0	8	0
1	69661900	69661899	69662047	True	0	1	22	0
1	74600810	74600809	74601014	True	0	1	27	0
1	87394600	87394599	87394859	True	0	1	30	0
1	89421200	89421202	89420865	True	1	0	24	0
1	89421200	89421202	NA	True	1	1	1	0
1	96186665	96186667	96186629	True	1	0	2	0
1	112515469	112515468	112515599	True	0	1	21	0
1	128556098	128556097	128556187	True	0	1	11	0
1	141429065	141429064	141429147	True	0	1	2	0
1	143878312	143878314	143878235	True	1	0	5	0
1	151751852	151751851	151751948	True	0	1	8	0
1	160416412	160416414	160416260	True	1	0	32	0
1	160416412	160416414	160416268	True	1	0	1	0
1	167857441	167857443	167857186	True	1	0	31	0
1	168663545	168663547	168663498	True	1	0	2	0
1	169896396	169896398	169896030	True	1	0	11	0
1	169896351	169896353	169896030	False	1	0	1	0
1	184045504	184045503	184045556	True	0	1	3	0
1	184045504	184045503	184045550	True	0	1	1	0
1	190298730	190298729	190298966	True	0	1	30	0
1	193180949	193180948	193181072	True	0	1	4	0
1	193180949	193180948	193181070	True	0	1	1	0
2	12131039	12131038	12131097	True	0	1	1	0
2	12131039	12131038	12131141	True	0	1	19	0
2	12131039	12131038	12131189	True	0	1	9	0
2	20104569	20104571	20104441	True	1	0	13	0
2	20104569	20104571	20103746	True	1	0	4	0
2	28365746	28365745	28365874	False	0	1	1	0
2	40910305	40910307	40910215	True	1	0	7	0
2	58579459	58579461	58579423	True	1	0	1	0
2	60765964	60765963	60766198	True	0	1	1	0
2	61324545	61324547	61324450	True	1	0	1	0
2	69884915	69884917	69884803	True	1	0	12	0
2	69884915	69884917	69884795	True	1	0	17	0
2	69884915	69884917	69884717	True	1	0	40	0
2	69884915	69884917	NA	True	1	1	1	0
2	83813733	83813735	83813630	True	1	0	2	0
2	112285402	112285404	112285385	True	1	0	1	0
2	114259499	114259498	NA	True	0	0	1	0
2	116167458	116167460	116167320	True	1	0	27	0
2	116167458	116167460	116167319	True	1	0	1	0
2	119163683	119163685	119163507	True	1	0	8	0
2	119163683	119163685	119163563	True	1	0	3	0
2	127568151	127568150	127568250	True	0	1	11	0
2	130521796	130521798	130521660	True	1	0	28	0
2	148024859	148024861	148024495	True	1	0	16	0
2	151937014	151937016	151936833	True	1	0	7	0
2	154614852	154614851	154615029	True	0	1	31	0
2	159277289	159277288	159277628	True	0	1	12	0
2	165472270	165472269	165472404	True	0	1	46	0
2	166995083	166995085	166994881	True	1	0	6	0
2	173631165	173631167	NA	True	1	1	1	0
2	174075845	174075847	174075797	True	1	0	2	0
2	174136331	174136333	174136232	True	1	0	11	0
2	179913162	179913164	179913029	True	1	0	1	0
