chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	14117206	14117205	14117298	True	0	1	1	0
1	17625739	17625738	17626109	False	0	1	12	0
1	22118050	22118049	22118071	True	0	1	1	0
1	35051131	35051133	35051091	True	1	0	1	0
1	99160009	99160008	99160221	True	0	1	8	0
1	115048847	115048849	115048831	False	1	0	4	0
1	116955106	116955105	116955237	True	0	1	5	0
1	137325246	137325245	137325395	False	0	1	1	0
1	157226833	157226835	157226718	True	1	0	4	0
1	165646235	165646234	165646530	True	0	1	11	0
1	183775801	183775803	183775638	True	1	0	8	0
1	191989945	191989947	191989894	True	1	0	1	0
2	4909357	4909359	4909340	False	1	0	1	0
2	5422504	5422503	5422631	True	0	1	6	0
2	7593354	7593356	7593047	True	1	0	1	0
2	20565169	20565171	20565050	True	1	0	1	0
2	64919314	64919313	64919383	False	0	1	2	0
2	64919314	64919313	64919407	False	0	1	4	0
2	64919314	64919313	64919434	False	0	1	6	0
2	64919314	64919313	64919440	False	0	1	6	0
2	64919314	64919313	64919465	False	0	1	6	0
2	64919314	64919313	64919497	False	0	1	9	0
2	64919314	64919313	64919508	False	0	1	13	0
2	64919314	64919313	64919635	False	0	1	4	0
2	106746513	106746512	NA	True	0	0	1	0
2	106746513	106746512	106746681	True	0	1	13	0
2	106746513	106746512	106746680	True	0	1	1	0
2	112708433	112708435	112708331	True	1	0	4	0
2	120467812	120467814	120467795	False	1	0	1	0
2	134141951	134141950	134142028	True	0	1	3	0
2	141439129	141439131	141439087	True	1	0	2	0
2	148425720	148425722	NA	True	1	1	1	0
3	4663999	4663998	4664113	True	0	1	1	0
3	4663999	4663998	4664131	True	0	1	6	0
3	4663999	4663998	4664140	True	0	1	4	0
3	4663999	4663998	4664142	True	0	1	2	0
3	4663999	4663998	4664211	True	0	1	7	0
3	4663999	4663998	4664231	True	0	1	9	0
3	57343528	57343530	NA	True	1	1	1	0
3	71669429	71669431	71669345	True	1	0	2	0
3	110267308	110267307	110267399	True	0	1	2	0
3	110267308	110267307	110267397	True	0	1	1	0
3	112054169	112054171	112053915	False	1	0	14	0
3	122463030	122463029	122463222	True	0	1	6	0
3	136741710	136741709	136741986	True	0	1	11	0
3	146522958	146522960	NA	True	1	1	1	0
4	7635924	7635926	7635643	True	1	0	13	0
4	7635924	7635926	7635871	True	1	0	1	0
4	25969545	25969544	25969853	True	0	1	1	0
4	41166762	41166761	41166883	True	0	1	2	0
4	44376612	44376614	44376534	True	1	0	3	0
4	50546843	50546842	50547012	True	0	1	6	0
4	56829567	56829566	56829712	True	0	1	1	0
4	57948068	57948067	57948168	True	0	1	6	0
4	57948068	57948067	57948169	True	0	1	3	0
4	57948068	57948067	57948199	True	0	1	8	0
4	57948068	57948067	57948209	True	0	1	7	0
4	57948068	57948067	57948292	True	0	1	6	0
4	57948068	57948067	57948293	True	0	1	15	0
4	57948068	57948067	57948323	True	0	1	6	0
4	67225905	67225904	67226000	True	0	1	3	0
4	67225905	67225904	67226101	True	0	1	11	0
4	78462663	78462662	78462745	False	0	1	1	0
4	94595718	94595717	94595844	True	0	1	2	0
4	123287252	123287251	123287307	True	0	1	1	0
4	132176495	132176494	132176746	False	0	1	2	0
4	133019637	133019639	133019400	False	1	0	13	0
5	5082937	5082939	5082823	True	1	0	7	0
5	10785912	10785914	10785680	True	1	0	12	0
5	22148374	22148376	22148131	True	1	0	12	0
5	25297959	25297961	25297790	True	1	0	15	0
5	NA	NA	28169924	False	1	1	10	0
5	36697375	36697374	36697515	True	0	1	1	0
5	38558751	38558753	38558639	True	1	0	3	0
5	45846100	45846099	45846215	True	0	1	4	0
5	50415718	50415717	50415771	True	0	1	2	0
5	51494181	51494183	51493951	True	1	0	12	0
5	53244918	53244920	53244840	True	1	0	1	0
5	54357562	54357561	54357717	True	0	1	7	0
5	54824964	54824963	54825155	True	0	1	12	0
5	54833289	54833288	54833369	True	0	1	3	0
5	56274045	56274047	56273827	True	1	0	6	0
5	57410204	57410206	57409281	True	1	0	1	0
5	57504956	57504958	57504795	True	1	0	10	0
5	57577258	57577260	57577075	True	1	0	11	0
