chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	6749895	6749894	6750010	True	0	1	2	0
1	7088156	7088158	7087943	True	1	0	24	0
1	7545756	7545755	7545910	True	0	1	1	0
1	9638663	9638662	9638754	True	0	1	4	0
1	22394300	22394299	22394395	True	0	1	1	0
1	27381385	27381387	27381243	True	1	0	8	0
1	33813887	33813889	33813668	True	1	0	15	0
1	35439058	35439057	35439176	True	0	1	7	0
1	35439058	35439057	35439214	True	0	1	12	0
1	35653067	35653069	35652791	True	1	0	10	0
1	37000022	37000024	36999926	True	1	0	1	0
1	38393190	38393189	38393430	True	0	1	18	0
1	40463057	40463056	40463261	True	0	1	15	0
1	49212525	49212524	49212627	True	0	1	1	0
1	52712099	52712098	52712265	True	0	1	11	0
1	52799865	52799864	52799993	True	0	1	1	0
1	55437263	55437265	55437076	True	1	0	12	0
1	56349190	56349192	NA	True	1	1	10	0
1	56349190	56349192	56348842	True	1	0	2	0
1	57864005	57864007	57863838	True	1	0	9	0
1	58716129	58716131	58715878	True	1	0	1	0
1	60212709	60212711	60212415	True	1	0	9	0
1	67092687	67092686	67092878	True	0	1	26	0
1	68419849	68419848	68420096	True	0	1	12	0
1	68419849	68419848	68420081	True	0	1	1	0
1	70085725	70085724	70085913	True	0	1	16	0
1	72912997	72912996	72913074	True	0	1	2	0
1	72912997	72912996	72913125	True	0	1	6	0
1	73366622	73366621	73366714	True	0	1	1	0
1	75391498	75391497	75391675	True	0	1	5	0
1	76264227	76264226	76264296	True	0	1	1	0
1	76264227	76264226	76264309	True	0	1	4	0
1	76264227	76264226	76264348	True	0	1	9	0
1	76264227	76264226	76264351	True	0	1	1	0
1	76264227	76264226	76264379	True	0	1	10	0
1	76264227	76264226	76264456	True	0	1	23	0
1	76264227	76264226	76264470	True	0	1	26	0
1	77223772	77223774	77223692	True	1	0	3	0
1	77502251	77502250	77502324	True	0	1	2	0
1	77729385	77729384	77729415	True	0	1	1	0
1	86443006	86443008	86442838	True	1	0	15	0
1	90926464	90926466	90926267	True	1	0	15	0
1	90926464	90926466	90926312	True	1	0	10	0
1	90926464	90926466	90926382	True	1	0	2	0
1	90926464	90926466	90926437	True	1	0	1	0
1	91218305	91218307	91218082	True	1	0	8	0
1	91251115	91251117	91251009	True	1	0	2	0
1	91414785	91414784	91414948	True	0	1	4	0
1	92224175	92224177	92223944	True	1	0	10	0
1	92224175	92224177	92223950	True	1	0	1	0
1	92578134	92578136	92577967	True	1	0	5	0
1	95439375	95439374	95439524	True	0	1	8	0
1	98056221	98056220	98056328	True	0	1	3	0
1	98086656	98086655	98087057	True	0	1	11	0
1	99993670	99993672	99993571	True	1	0	7	0
1	99993670	99993672	99993573	True	1	0	1	0
1	102015273	102015275	102015001	True	1	0	2	0
1	104776174	104776173	104776239	True	0	1	1	0
1	104829361	104829363	104829097	True	1	0	23	0
1	104940645	104940647	104940466	True	1	0	7	0
1	104940645	104940647	104940505	True	1	0	10	0
1	104940645	104940647	104940409	True	1	0	10	0
1	104940645	104940647	104940537	True	1	0	6	0
1	104940645	104940647	104940550	True	1	0	2	0
1	104940645	104940647	104940589	True	1	0	1	0
1	106028724	106028723	106029016	True	0	1	1	0
1	108108514	108108513	108108870	True	0	1	11	0
1	113475779	113475778	113475997	True	0	1	7	0
1	113475779	113475778	113476001	True	0	1	21	0
1	118721946	118721945	118722085	True	0	1	6	0
1	119957821	119957820	119958309	True	0	1	9	0
1	120320674	120320676	120320578	True	1	0	3	0
1	124318332	124318334	124318126	True	1	0	13	0
1	135739661	135739663	135739475	True	1	0	10	0
1	137453274	137453273	137453439	True	0	1	15	0
1	138507507	138507509	138507327	True	1	0	4	0
1	138907214	138907216	138907112	True	1	0	3	0
1	139424558	139424557	139424750	True	0	1	10	0
