chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	3719163	3719162	3719352	True	0	1	4	0
1	4036208	4036207	4036429	False	0	1	5	0
1	11476680	11476682	11476533	True	1	0	1	0
1	14291357	14291359	14291028	False	1	0	6	0
1	15443223	15443225	15443088	True	1	0	4	0
1	16185912	16185911	16186042	True	0	1	1	0
1	19849634	19849636	19849556	True	1	0	1	0
1	21778267	21778269	21777943	True	1	0	2	0
1	22759591	22759593	22759354	False	1	0	7	0
1	24334091	24334090	24334379	True	0	1	1	0
1	25632805	25632804	25633078	False	0	1	3	0
1	25639059	25639058	25639250	False	0	1	2	0
1	27679620	27679619	27679807	False	0	1	1	0
1	31812762	31812761	31812893	True	0	1	1	0
1	34946456	34946455	34946764	False	0	1	9	0
1	36539989	36539988	36540109	True	0	1	2	0
1	37493352	37493354	37493210	True	1	0	3	0
1	37953712	37953714	37953617	True	1	0	1	0
1	38400079	38400081	38399898	True	1	0	5	0
1	42437349	42437348	42437674	False	0	1	2	0
1	43361717	43361716	43361911	True	0	1	1	0
1	44518081	44518080	44518347	False	0	1	7	0
1	47308909	47308908	47309395	False	0	1	2	0
1	48059426	48059425	48059728	False	0	1	4	0
1	54598224	54598226	54597908	True	1	0	2	0
1	54598224	54598226	54598087	True	1	0	1	0
1	54598224	54598226	54597721	True	1	0	4	0
1	54598224	54598226	54597851	True	1	0	3	0
1	58738314	58738313	NA	True	0	0	1	0
1	58972816	58972815	58973153	True	0	1	3	0
1	64338148	64338147	64338500	False	0	1	2	0
1	64591576	64591575	64591705	True	0	1	1	0
1	64601531	64601533	64601498	True	1	0	1	0
1	65557162	65557161	65557351	True	0	1	2	0
1	68246722	68246721	68246915	False	0	1	6	0
1	69550363	69550365	69550097	False	1	0	4	0
1	70367046	70367048	70366894	True	1	0	4	0
1	72061824	72061826	72061732	True	1	0	1	0
1	73949405	73949404	73949639	False	0	1	6	0
1	75300987	75300986	75301223	False	0	1	6	0
1	78353280	78353279	78353461	False	0	1	1	0
1	78960520	78960519	78960717	False	0	1	1	0
1	80221586	80221588	80221464	True	1	0	1	0
1	32669187	32669186	82366383	True	0	0	1	0
1	82367994	82367996	82367782	True	1	0	6	0
1	83822949	83822948	83823205	True	0	1	1	0
1	87006559	87006561	87006415	False	1	0	1	0
1	88264765	88264767	88264390	False	1	0	5	0
1	91055004	91055006	91054834	True	1	0	2	0
1	91162855	91162857	91162554	False	1	0	2	0
1	93636835	93636834	93636982	True	0	1	3	0
1	5073150	5073152	95960615	True	1	0	2	0
1	96626385	96626387	NA	True	1	1	1	0
1	97744582	97744584	97744355	False	1	0	3	0
1	97795199	97795201	97795011	False	1	0	3	0
1	98281864	98281863	98281916	True	0	1	1	0
1	100207028	100207027	100207161	True	0	1	3	0
1	102996019	102996021	102995860	True	1	0	1	0
1	103915302	103915301	103915491	False	0	1	2	0
1	104010159	104010158	104010426	False	0	1	5	0
1	106170001	106170000	106170317	False	0	1	5	0
1	109875281	109875280	82366383	True	0	0	1	0
1	110226347	110226349	110226213	True	1	0	2	0
1	111684553	111684555	111684415	False	1	0	1	0
1	112612623	112612622	112612965	False	0	1	1	0
1	113701018	113701020	113700879	True	1	0	2	0
1	114288810	114288812	114288568	False	1	0	1	0
1	115048847	115048849	115048831	False	1	0	1	0
1	118628951	118628953	118628697	False	1	0	1	0
1	119203792	119203791	119204086	False	0	1	1	0
1	119368206	119368208	119367959	False	1	0	6	0
1	122408697	122408699	122408437	False	1	0	6	0
1	125788402	125788404	125788095	False	1	0	6	0
1	128496911	128496910	128497021	True	0	1	2	0
1	128496911	128496910	128497037	True	0	1	2	0
1	128496911	128496910	128497107	True	0	1	6	0
1	130397490	130397489	130397767	True	0	1	3	0
1	132437810	132437809	132438154	False	0	1	1	0
1	132481789	132481791	132481546	True	1	0	2	0
1	133408085	133408084	133408335	False	0	1	4	0
1	133854429	133854431	133854334	True	1	0	1	0
1	135787949	135787951	135787876	True	1	0	1	0
1	136137001	136137000	136137305	False	0	1	3	0
1	137727134	137727136	137726637	False	1	0	2	0
1	138544642	138544641	138544825	True	0	1	3	0
1	139501605	139501604	139501769	True	0	1	2	0
1	143948877	143948879	143948393	True	1	0	4	0
1	28189153	28189155	144148250	True	1	0	1	0
1	148480036	148480038	148479663	False	1	0	7	0
1	153396602	153396601	153396845	False	0	1	5	0
1	153642854	153642853	153643020	True	0	1	4	0
1	154886030	154886029	154886379	False	0	1	3	0
1	154944930	154944932	154944721	True	1	0	3	0
1	155876210	155876212	155875829	False	1	0	5	0
1	156561684	156561683	156561910	False	0	1	3	0
1	158103800	158103802	158103630	True	1	0	3	0
1	162568024	162568023	162568184	True	0	1	1	0
1	164003332	164003334	164003102	True	1	0	6	0
1	170589506	170589508	170589150	False	1	0	1	0
1	171525116	171525115	171525372	False	0	1	2	0
1	171557035	171557034	171557298	True	0	1	1	0
1	172071434	172071436	172071096	False	1	0	2	0
1	176778213	176778212	176778384	True	0	1	5	0
1	178508735	178508734	178509033	False	0	1	1	0
1	184077571	184077573	184077197	False	1	0	5	0
1	186015671	186015670	186015788	True	0	1	2	0
1	190928438	190928437	190928502	True	0	1	1	0
1	192753246	192753245	192753343	True	0	1	1	0
1	193877067	193877069	193876757	True	1	0	4	0
1	194622785	194622784	194622907	True	0	1	3	0
1	194712102	194712101	194712718	False	0	1	3	0
2	4135655	4135657	4135563	True	1	0	2	0
2	4135655	4135657	4135488	True	1	0	4	0
2	4135655	4135657	4135385	True	1	0	3	0
2	4135655	4135657	4135516	True	1	0	1	0
2	4909341	4909340	4909359	False	0	1	3	0
2	6854219	6854221	6854015	True	1	0	2	0
2	10482593	10482595	10482269	False	1	0	6	0
2	16355168	16355170	16355142	True	1	0	1	0
1	193426194	193426193	19505983	True	0	1	2	0
2	20505157	20505156	20505185	True	0	1	1	0
2	23954487	23954486	180946193	True	0	0	1	0
2	24405467	24405469	24405088	False	1	0	6	0
2	24453920	24453919	24454186	False	0	1	2	0
2	24709516	24709518	24709357	True	1	0	2	0
2	28371124	28371123	28371388	True	0	1	2	0
2	28562707	28562706	28563042	False	0	1	3	0
2	31151648	31151650	31151473	True	1	0	9	0
2	31151648	31151650	31151425	True	1	0	4	0
2	31151648	31151650	31151412	True	1	0	1	0
2	31151648	31151650	31151582	True	1	0	1	0
2	32047685	32047687	32047592	True	1	0	1	0
2	35738334	35738336	35738253	True	1	0	1	0
2	36129812	36129811	36130211	False	0	1	3	0
2	38156712	38156711	38156871	True	0	1	1	0
2	43046923	43046922	43047273	False	0	1	1	0
2	43385509	43385511	43385259	False	1	0	1	0
2	46225951	46225950	46226305	False	0	1	1	0
2	46486680	46486682	46486458	False	1	0	6	0
2	46694733	46694735	46694575	False	1	0	5	0
2	47711170	47711169	47711263	True	0	1	1	0
2	49007137	49007139	49006869	True	1	0	1	0
2	54805782	54805781	54806179	False	0	1	2	0
2	55186057	55186059	55185829	False	1	0	6	0
2	58778407	58778409	58778208	True	1	0	4	0
2	59219590	59219589	59219666	True	0	1	1	0
2	59245824	59245823	59245977	True	0	1	3	0
2	59245824	59245823	59245976	True	0	1	1	0
2	60029137	60029139	60029055	True	1	0	3	0
2	61342624	61342626	61342449	True	1	0	2	0
2	61480946	61480948	61480789	True	1	0	1	0
2	61953191	61953190	61953415	False	0	1	3	0
2	64364310	64364309	64364578	False	0	1	7	0
2	65474817	65474819	65474597	False	1	0	6	0
2	65531330	65531329	65531439	False	0	1	1	0
2	68502642	68502641	68502794	True	0	1	2	0
2	68567892	68567891	68568139	False	0	1	5	0
2	71983331	71983333	71983179	True	1	0	1	0
2	73540227	73540229	73539940	True	1	0	2	0
2	75216771	75216770	75216979	False	0	1	3	0
2	77105807	77105806	77106105	False	0	1	2	0
2	77411618	77411617	77411908	False	0	1	7	0
2	80218812	80218814	80218571	False	1	0	8	0
2	84552643	84552642	84552816	True	0	1	2	0
2	89109652	89109654	89109416	False	1	0	4	0
2	90452191	90452193	90451983	False	1	0	5	0
2	91528861	91528860	91529010	True	0	1	1	0
2	91873951	91873950	91873973	True	0	1	1	0
2	91873951	91873950	91874039	True	0	1	1	0
2	91873951	91873950	91874112	True	0	1	2	0
2	91873951	91873950	91874162	True	0	1	5	0
2	93690346	93690345	93690663	True	0	1	4	0
2	94734102	94734101	94734459	False	0	1	1	0
2	98666751	98666753	98666560	False	1	0	1	0
2	98667080	98667079	98667160	False	0	1	2	0
2	98667188	98667190	98666945	False	1	0	4	0
2	98667080	98667079	98667184	False	0	1	3	0
2	98667110	98667109	98667283	False	0	1	3	0
2	98667256	98667258	98667226	False	1	0	2	0
2	98667226	98667225	98667291	False	0	1	1	0
2	98667303	98667305	98667183	False	1	0	1	0
2	98667301	98667303	98667092	False	1	0	1	0
2	98667228	98667227	98667331	False	0	1	1	0
2	99398026	99398028	99397777	False	1	0	5	0
2	100149163	100149162	NA	True	0	0	1	0
2	101237793	101237792	101238002	False	0	1	3	0
2	101429287	101429289	101428890	False	1	0	1	0
2	102304060	102304062	102303835	True	1	0	3	0
2	102304060	102304062	102303953	True	1	0	1	0
2	102664632	102664634	102664416	False	1	0	3	0
2	102813561	102813563	102813353	False	1	0	1	0
2	103784030	103784029	103784222	True	0	1	2	0
2	104003687	104003689	104003563	False	1	0	2	0
2	104467549	104467551	104467363	True	1	0	3	0
2	104467549	104467551	104467368	True	1	0	1	0
2	104467549	104467551	104467340	True	1	0	5	0
2	104467549	104467551	104467480	True	1	0	1	0
2	105550555	105550557	105550395	True	1	0	2	0
2	106966233	106966235	106966016	False	1	0	1	0
2	106974750	106974752	106974529	True	1	0	3	0
2	99461748	99461750	107576897	True	1	0	1	0
2	111089260	111089262	111089099	True	1	0	2	0
2	111215137	111215139	111214915	False	1	0	1	0
2	112906514	112906516	112906286	False	1	0	2	0
2	114277927	114277929	114277619	False	1	0	3	0
2	115313167	115313169	115312845	False	1	0	1	0
2	118912194	118912196	118911973	False	1	0	1	0
2	119594470	119594472	119594280	False	1	0	1	0
2	120970309	120970311	120970088	True	1	0	2	0
2	120970262	120970264	120970088	False	1	0	1	0
2	121751794	121751796	121751609	False	1	0	10	0
2	124673658	124673657	124673996	False	0	1	4	0
2	124673658	124673657	124673992	False	0	1	1	0
2	124784276	124784278	124784022	False	1	0	7	0
2	126847428	126847430	126847334	True	1	0	2	0
2	128606066	128606068	128605774	False	1	0	3	0
2	130383514	130383516	130383403	True	1	0	2	0
2	130562479	130562481	NA	True	1	1	2	0
2	130562479	130562481	130562162	True	1	0	1	0
2	130684662	130684661	130685113	False	0	1	3	0
2	90245593	90245595	131365720	True	1	1	1	0
2	134009081	134009080	134009173	True	0	1	1	0
2	134009081	134009080	134009188	True	0	1	1	0
2	134009081	134009080	134009226	True	0	1	4	0
2	134509821	134509820	44505624	True	0	0	1	0
2	134509821	134509820	107576897	True	0	0	1	0
2	138890874	138890873	138891100	True	0	1	4	0
2	141106896	141106895	107576897	True	0	0	1	0
2	145681991	145681993	145681666	False	1	0	1	0
2	147484012	147484011	147484141	True	0	1	3	0
