chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	49141831	49141833	49141704	True	1	0	2	0
1	77882280	77882282	77882074	True	1	0	1	0
1	106333732	106333734	106333584	True	1	0	2	0
1	167000736	167000738	167000516	True	1	0	1	0
1	167000736	167000738	NA	True	1	1	2	0
1	167000736	167000738	167000349	True	1	0	1	0
2	4025126	4025125	4025293	True	0	1	1	0
2	58304311	58304310	58304481	True	0	1	3	0
2	58304315	58304314	58304481	False	0	1	1	0
2	78198132	78198131	78198265	True	0	1	4	0
2	98662824	98662826	98662687	False	1	0	3	0
2	98667081	98667080	98667251	False	0	1	3	0
2	140054441	140054440	140054628	True	0	1	10	0
2	154466677	154466679	154466405	True	1	0	5	0
3	19249881	19249880	19250069	True	0	1	1	0
3	21633339	21633341	21633089	False	1	0	15	0
3	142788299	142788298	142788316	False	0	1	7	2
3	144088152	144088151	144088535	True	0	1	8	0
4	7581260	7581259	7581497	True	0	1	1	0
4	10062388	10062387	10062705	False	0	1	9	0
4	74578412	74578414	74578181	True	1	0	1	0
4	88757755	88757757	88757564	True	1	0	6	0
5	4925691	4925690	4925801	True	0	1	2	0
5	NA	NA	28169885	False	1	1	14	0
5	NA	NA	28170239	False	0	0	2	0
5	39755337	39755336	39755569	True	0	1	1	0
5	62298394	62298393	62298586	True	0	1	1	0
5	67399711	67399713	67399480	True	1	0	1	0
5	76416878	76416877	76417244	False	0	1	1	0
5	92456730	92456732	92456606	True	1	0	1	0
5	96927777	96927776	96927831	True	0	1	1	0
5	101625190	101625189	101625369	True	0	1	5	0
6	NA	NA	90964274	False	1	1	1	0
6	120076768	120076770	120076448	True	1	0	4	0
6	127051412	127051411	127051477	True	0	1	1	0
7	34390217	34390219	34389982	True	1	0	8	0
7	46162774	46162776	46162284	False	1	0	11	0
7	NA	NA	46200073	False	1	1	1	0
7	70304634	70304636	70304387	False	1	0	10	0
7	110743469	110743471	110743233	True	1	0	8	0
7	125040001	125040003	125039866	True	1	0	1	0
8	18692188	18692187	18692341	False	0	1	1	0
8	36335001	36335000	36335274	False	0	1	16	0
8	43400584	43400586	43400305	False	1	0	2	0
8	93834979	93834981	93834835	False	1	0	6	0
9	22288451	22288453	22288248	True	1	0	8	0
9	28665484	28665483	28665776	False	0	1	11	0
9	38582465	38582467	38582329	True	1	0	5	0
9	40462763	40462765	40462616	True	1	0	5	0
9	80091251	80091253	80091101	True	1	0	5	0
10	4799372	4799374	4799260	True	1	0	1	0
10	7979463	7979462	7979653	True	0	1	10	0
10	10680359	10680358	10680592	True	0	1	12	0
10	15040175	15040177	15039968	True	1	0	18	0
10	23943985	23943984	23944156	True	0	1	4	0
10	49435976	49435978	49435763	True	1	0	10	0
10	50944520	50944519	50944664	True	0	1	2	0
10	54166605	54166604	54166887	True	0	1	1	0
10	65701632	65701631	65701978	True	0	1	5	0
10	85450759	85450761	85450561	True	1	0	11	0
10	87101593	87101595	87101147	True	1	0	3	0
10	93772189	93772191	93772034	True	1	0	3	0
10	104355517	104355516	104355643	True	0	1	2	0
10	111474137	111474139	111473792	True	1	0	8	0
10	112626502	112626504	112626211	False	1	0	4	0
10	125267636	125267635	125267853	True	0	1	4	0
10	125366074	125366076	125365924	True	1	0	1	0
11	26806074	26806076	26805888	True	1	0	9	0
11	100005941	100005943	100005801	True	1	0	8	0
12	8021372	8021374	8021085	False	1	0	4	0
12	13819306	13819308	NA	True	1	1	1	0
12	52803289	52803288	52803390	True	0	1	1	0
12	94981979	94981981	NA	True	1	1	16	0
12	94981979	94981981	94981788	True	1	0	1	0
12	94981979	94981981	94981735	True	1	0	1	0
12	94981979	94981981	94981678	True	1	0	1	0
12	94981979	94981981	94981858	True	1	0	1	0
12	94981979	94981981	94981882	True	1	0	1	0
12	94981979	94981981	94981721	True	1	0	1	0
12	94981979	94981981	94981825	True	1	0	1	0
12	94981979	94981981	94981746	True	1	0	1	0
12	94981979	94981981	94981818	True	1	0	1	0
12	94981979	94981981	94981664	True	1	0	1	0
12	94981979	94981981	94981639	True	1	0	1	0
12	94981979	94981981	94981799	True	1	0	1	0
12	94981979	94981981	94981813	True	1	0	1	0
12	94981979	94981981	94981784	True	1	0	1	0
12	94981979	94981981	94981730	True	1	0	2	0
12	94981979	94981981	94981841	True	1	0	1	0
12	94981979	94981981	94981872	True	1	0	1	0
13	5229320	5229319	5229780	True	0	1	4	0
13	NA	NA	31627268	False	1	1	3	0
13	NA	NA	31627323	False	1	1	8	0
14	10732540	10732542	10732410	True	1	0	5	0
14	45812848	45812850	21633092	False	1	0	1	0
14	45812852	45812854	136305145	False	1	0	1	0
14	76509728	76509730	76509506	True	1	0	2	0
15	16500856	16500858	16500706	False	1	0	6	0
15	25987305	25987307	25987108	False	1	0	7	0
15	30831384	30831383	30831677	False	0	1	2	0
15	35547642	35547641	48438606	False	0	1	10	0
16	64919455	64919457	64919355	True	1	0	2	0
16	72222445	72222447	72222146	True	1	0	15	0
17	24959878	24959877	24960207	True	0	1	5	0
17	54516051	54516050	NA	False	0	0	1	0
18	12600906	12600905	12601192	True	0	1	1	0
14	45812855	45812857	10831988	False	1	0	1	0
X	106012320	106012319	106012433	True	0	1	1	0
1	10370788	10370790	10370669	True	1	0	0	4
1	16327582	16327581	16327759	True	0	1	0	1
1	106333732	106333731	106333904	True	0	1	0	1
1	106333732	106333731	106334024	True	0	1	0	1
1	116707846	116707845	116708108	False	0	1	0	19
1	155481977	155481976	155482175	True	0	1	0	1
1	160278872	160278874	160278790	False	1	0	0	1
2	27925877	27925876	27925980	True	0	1	0	1
2	64761626	64761628	64761291	True	1	0	0	1
2	106793814	106793816	106793722	True	1	0	0	1
2	120467812	120467814	120467795	False	1	0	0	8
2	131282582	131282584	131282369	True	1	0	0	1
2	144525775	144525774	144525895	True	0	1	0	1
3	25507158	25507157	25507340	True	0	1	0	1
3	53491497	53491496	53491700	True	0	1	0	11
3	88998712	88998711	88998895	True	0	1	0	1
3	136653897	136653896	136653993	True	0	1	0	3
3	146406176	146406178	146406139	True	1	0	0	1
4	20008930	20008929	20009144	True	0	1	0	1
4	20267805	20267807	20267731	True	1	0	0	2
4	84670514	84670516	84670445	True	1	0	0	1
4	85072451	85072450	85072520	True	0	1	0	2
4	88186324	88186323	88186417	True	0	1	0	2
4	94557243	94557245	94557083	True	1	0	0	1
4	111490134	111490133	111490409	False	0	1	0	13
4	132268932	132268931	132269268	True	0	1	0	1
5	5327106	5327108	5327047	True	1	0	0	1
5	15629360	15629359	15629589	True	0	1	0	13
5	NA	NA	28169949	False	1	1	0	14
5	NA	NA	28169976	False	1	1	0	19
5	29378837	29378839	NA	True	1	1	0	1
5	59156194	59156193	59156337	False	0	1	0	1
5	59156194	59156193	59156383	False	0	1	0	1
5	59156194	59156193	59156416	False	0	1	0	1
5	59567764	59567763	59567943	True	0	1	0	1
5	73777602	73777604	73777454	True	1	0	0	1
5	81055503	81055505	81055321	True	1	0	0	1
5	93134463	93134465	93134166	True	1	0	0	1
5	107704451	107704453	NA	True	1	1	0	1
5	112182379	112182378	112182595	False	0	1	0	1
6	15670483	15670482	15670701	False	0	1	0	16
6	115468492	115468494	115468028	False	1	0	0	12
6	115468492	115468494	115468037	False	1	0	0	1
6	115468487	115468489	115468028	False	1	0	0	1
6	144279293	144279292	144279633	True	0	1	0	1
6	145719610	145719612	145719367	False	1	0	0	1
7	13428405	13428407	13428290	True	1	0	0	3
7	65246627	65246626	65246798	True	0	1	0	1
7	88723785	88723787	88723635	False	1	0	0	2
7	90442017	90442019	71554288	False	1	1	0	1
7	90442017	90442019	137260352	False	1	0	0	1
7	115129130	115129132	115128836	True	1	0	0	1
7	130223938	130223937	130224026	True	0	1	0	1
7	131643742	131643744	131643422	True	1	0	0	1
8	8309179	8309181	8309050	True	1	0	0	1
8	23203216	23203218	NA	True	1	1	0	1
8	42274080	42274082	NA	True	1	1	0	1
8	111575662	111575661	111575809	True	0	1	0	5
9	15812839	15812838	NA	True	0	0	0	1
9	26127909	26127911	NA	True	1	1	0	1
5	104072359	104072361	28782596	False	1	1	0	1
9	51271549	51271551	51271186	True	1	0	0	1
9	55595016	55595015	55595334	False	0	1	0	1
9	55595019	55595018	55595334	False	0	1	0	1
9	55728007	55728009	55727741	True	1	0	0	1
9	110592102	110592101	110592299	True	0	1	0	5
10	3401193	3401195	3401014	True	1	0	0	2
10	4277503	4277502	4277661	True	0	1	0	10
10	5443023	5443022	NA	True	0	0	0	1
10	6189438	6189437	6189529	True	0	1	0	1
10	10049573	10049575	10049388	True	1	0	0	5
10	14537162	14537164	14537001	True	1	0	0	5
10	15366058	15366057	15366199	True	0	1	0	7
10	16495949	16495948	16496061	True	0	1	0	1
10	25297768	25297770	25297609	True	1	0	0	6
10	28074134	28074136	28073969	True	1	0	0	9
10	30987329	30987331	30987171	True	1	0	0	1
10	35027699	35027698	35027870	True	0	1	0	9
10	37210171	37210173	37210017	True	1	0	0	13
10	37988848	37988847	37989159	True	0	1	0	12
10	39692269	39692271	39692128	True	1	0	0	1
10	51819901	51819903	51819861	True	1	0	0	1
10	60953594	60953596	60953168	False	1	0	0	5
10	63175282	63175281	63175389	True	0	1	0	2
10	70020194	70020196	70020089	False	1	0	0	1
10	85167367	85167369	85167214	True	1	0	0	1
10	85873163	85873165	85872944	True	1	0	0	1
10	87386626	87386628	NA	True	1	1	0	1
10	89177416	89177418	89177233	True	1	0	0	12
