chromosome_F	ttaa_position	position_F	position_R	is_on_ttaa	F_reverse	R_reverse	PB5	PB3
1	21768096	21768098	21768024	True	1	0	1	0
1	22411858	22411860	22411660	True	1	0	1	0
1	38897712	38897711	38898007	True	0	1	5	0
1	127661041	127661040	127661221	True	0	1	1	0
1	NA	NA	142882338	False	1	1	10	0
2	41616665	41616667	41616565	True	1	0	1	0
2	98667297	98667299	98667089	False	1	0	15	0
3	116861244	116861246	187932569	True	1	0	3	0
4	5580127	5580129	5580006	False	1	0	1	0
4	24672071	24672073	24671910	True	1	0	1	0
4	32689233	32689235	32688993	True	1	0	1	0
4	48620491	48620490	98667099	False	0	0	2	0
3	116861244	116861246	48916280	True	1	1	2	0
4	83202284	83202283	83202458	True	0	1	1	0
4	84382912	84382914	84382752	True	1	0	2	0
4	89532598	89532597	89532632	True	0	1	1	0
4	100420361	100420363	100420303	True	1	0	1	0
4	149057203	149057205	NA	True	1	1	1	0
5	4946186	4946185	4946371	True	0	1	1	0
5	10079480	10079479	10079630	True	0	1	1	0
5	24465295	24465297	24465202	False	1	0	1	0
5	NA	NA	28169878	False	1	1	2	0
5	NA	NA	28169947	False	1	1	12	0
5	34248259	34248261	34248071	True	1	0	1	0
5	54785386	54785385	54785557	True	0	1	1	0
5	56840579	56840581	56840446	True	1	0	1	0
5	57912028	57912027	57912212	True	0	1	1	0
5	58067731	58067733	58067601	True	1	0	1	0
5	58621213	58621212	58621364	True	0	1	1	0
5	58744471	58744473	58744308	True	1	0	1	0
5	58890220	58890222	58890133	True	1	0	1	0
5	58920368	58920370	58920265	True	1	0	1	0
5	59329873	59329872	59330107	True	0	1	1	0
5	69587676	69587675	69587861	True	0	1	1	0
5	70013422	70013421	70013547	True	0	1	1	0
5	81930849	81930848	NA	True	0	0	1	0
5	NA	NA	144462313	False	0	0	1	0
6	11925792	11925791	11925887	True	0	1	1	0
6	NA	NA	12485122	False	0	0	1	0
6	17695929	17695928	17696048	True	0	1	1	0
6	24482937	24482936	24483118	True	0	1	1	0
6	58875107	58875106	58875357	True	0	1	1	0
6	97521319	97521321	97521169	True	1	0	1	0
6	129731080	129731079	129731329	False	0	1	6	0
7	117978663	117978665	117978367	True	1	0	1	0
8	NA	NA	18692264	False	1	1	1	0
8	45739444	45739443	45739542	True	0	1	1	0
8	61633407	61633409	61633307	True	1	0	1	0
8	94600408	94600407	94600711	False	0	1	4	0
8	110051298	110051300	110051139	False	1	0	3	0
4	48620491	48620490	35305426	False	0	0	1	0
9	36275662	36275664	36275495	True	1	0	1	0
9	63509678	63509677	63509965	True	0	1	10	0
10	5456392	5456391	5456574	True	0	1	4	0
10	20609632	20609634	20609443	True	1	0	1	0
10	23152714	23152716	23152480	True	1	0	5	0
10	35666391	35666390	35666503	True	0	1	1	0
10	35666391	35666390	35666584	True	0	1	1	0
10	36407471	36407473	36407217	True	1	0	1	0
10	37893518	37893520	37893273	True	1	0	7	0
10	76669352	76669351	76669669	True	0	1	1	0
10	94303509	94303508	94303527	False	0	1	2	1
11	44027923	44027925	44027562	True	1	0	1	0
11	51284396	51284398	51284108	False	1	0	12	0
11	97662292	97662294	97662067	False	1	0	6	0
11	104425773	104425775	104425619	True	1	0	1	0
11	115211287	115211289	115211225	False	1	0	1	0
12	12681630	12681632	12681429	True	1	0	1	0
12	12721401	12721403	NA	True	1	1	1	0
12	26806757	26806759	26806604	True	1	0	1	0
12	62807540	62807539	62807819	True	0	1	10	0
